comparison,feature_type,feature,species,positive_group,negative_group,effect_name,effect,p_value,q_value,significant_fdr_0_05
CRC_vs_Adenoma,rCLR,rCLR_[Ruminococcus] gnavus,[Ruminococcus] gnavus,CRC,Adenoma,mean_rCLR_difference,0.17937252612225407,0.1780605727749658,0.417016338445734,False
CRC_vs_Adenoma,rCLR,rCLR_Bacteroides intestinalis,Bacteroides intestinalis,CRC,Adenoma,mean_rCLR_difference,-0.09442062519551445,0.17927805204209124,0.417016338445734,False
Adenoma_vs_Control,rCLR,rCLR_Slackia isoflavoniconvertens,Slackia isoflavoniconvertens,Adenoma,Control,mean_rCLR_difference,0.1805049372505682,0.2332904947914256,0.4230861515708905,False
CRC_vs_Adenoma,PA,PA_Coprobacter fastidiosus,Coprobacter fastidiosus,CRC,Adenoma,prevalence_difference,0.04894501529531731,0.1910863043742827,0.42596322016767185,False
CRC_vs_Adenoma,PA,PA_Slackia isoflavoniconvertens,Slackia isoflavoniconvertens,CRC,Adenoma,prevalence_difference,-0.05090595340811044,0.19584821721377654,0.42766855595661407,False
CRC_vs_Adenoma,PA,PA_Eubacterium ventriosum,Eubacterium ventriosum,CRC,Adenoma,prevalence_difference,0.05114126598164559,0.20468063137626782,0.43801655114521315,False
CRC_vs_Adenoma,PA,PA_Roseburia inulinivorans,Roseburia inulinivorans,CRC,Adenoma,prevalence_difference,0.043140638481449445,0.2105413814801187,0.44172407487005294,False
CRC_vs_Control,rCLR,rCLR_[Ruminococcus] gnavus,[Ruminococcus] gnavus,CRC,Control,mean_rCLR_difference,0.10391623804742528,0.2216630501373691,0.4432524846590147,False
CRC_vs_Control,rCLR,rCLR_Gordonibacter pamelaeae,Gordonibacter pamelaeae,CRC,Control,mean_rCLR_difference,-0.10030214264907489,0.22369751562230644,0.4432524846590147,False
CRC_vs_Control,PA,PA_Phascolarctobacterium faecium,Phascolarctobacterium faecium,CRC,Control,prevalence_difference,0.031981128687626814,0.2364348933577095,0.44383392261885823,False
CRC_vs_Adenoma,rCLR,rCLR_Dorea formicigenerans,Dorea formicigenerans,CRC,Adenoma,mean_rCLR_difference,0.1211335234635029,0.19648406360286585,0.4473147830958861,False
CRC_vs_Control,rCLR,rCLR_Roseburia inulinivorans,Roseburia inulinivorans,CRC,Control,mean_rCLR_difference,-0.12573286275919449,0.2301245615588059,0.44769687430531335,False
CRC_vs_Control,rCLR,rCLR_Eubacterium sp. CAG:180,Eubacterium sp. CAG:180,CRC,Control,mean_rCLR_difference,0.15129963725574402,0.2350344109578253,0.4490836066515591,False
CRC_vs_Control,rCLR,rCLR_Anaerobutyricum hallii,Anaerobutyricum hallii,CRC,Control,mean_rCLR_difference,-0.09980480166571304,0.24568621510680944,0.4503304253599365,False
CRC_vs_Control,rCLR,rCLR_Gemmiger formicilis,Gemmiger formicilis,CRC,Control,mean_rCLR_difference,-0.09787853426991411,0.24831303828258178,0.4503304253599365,False
CRC_vs_Control,rCLR,rCLR_[Eubacterium] siraeum,[Eubacterium] siraeum,CRC,Control,mean_rCLR_difference,0.055263772940349454,0.24169586801470722,0.4503304253599365,False
Adenoma_vs_Control,rCLR,rCLR_Phocaeicola coprocola,Phocaeicola coprocola,Adenoma,Control,mean_rCLR_difference,-0.11274886681810195,0.2533075322380023,0.45173176582443747,False
Adenoma_vs_Control,rCLR,rCLR_Ruthenibacterium lactatiformans,Ruthenibacterium lactatiformans,Adenoma,Control,mean_rCLR_difference,0.20735781614243476,0.2576811006166222,0.4519979961635832,False
CRC_vs_Control,rCLR,rCLR_Blautia wexlerae,Blautia wexlerae,CRC,Control,mean_rCLR_difference,-0.13445118504989184,0.26502228019568175,0.4659358702771435,False
CRC_vs_Control,rCLR,rCLR_Alistipes putredinis,Alistipes putredinis,CRC,Control,mean_rCLR_difference,0.15406927019342465,0.2656269914664089,0.4659358702771435,False
CRC_vs_Adenoma,rCLR,rCLR_Firmicutes bacterium CAG:83,Firmicutes bacterium CAG:83,CRC,Adenoma,mean_rCLR_difference,0.2464712000837972,0.2124684638201726,0.47017017951070633,False
CRC_vs_Adenoma,rCLR,rCLR_Klebsiella variicola,Klebsiella variicola,CRC,Adenoma,mean_rCLR_difference,-0.07320590050792422,0.21531157753294028,0.47017017951070633,False
CRC_vs_Control,PA,PA_Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,CRC,Control,prevalence_difference,-0.014431795737345765,0.2695132711947239,0.4706921621862158,False
CRC_vs_Control,PA,PA_Anaerostipes hadrus,Anaerostipes hadrus,CRC,Control,prevalence_difference,-0.021003537248846404,0.27098112093169424,0.4706921621862158,False
CRC_vs_Control,PA,PA_Coprococcus eutactus,Coprococcus eutactus,CRC,Control,prevalence_difference,-0.026390210618928767,0.2695418804146853,0.4706921621862158,False
CRC_vs_Control,PA,PA_Eubacterium sp. CAG:274,Eubacterium sp. CAG:274,CRC,Control,prevalence_difference,-0.028273301851220067,0.2656859848408244,0.4706921621862158,False
CRC_vs_Control,PA,PA_Bacteroides intestinalis,Bacteroides intestinalis,CRC,Control,prevalence_difference,-0.02643734401091699,0.27273751453780726,0.4706921621862158,False
CRC_vs_Adenoma,rCLR,rCLR_Ruminococcus bicirculans,Ruminococcus bicirculans,CRC,Adenoma,mean_rCLR_difference,0.09572282739611948,0.22327769980161827,0.4778142775754631,False
CRC_vs_Control,rCLR,rCLR_Bacteroides sp. CAG:144,Bacteroides sp. CAG:144,CRC,Control,mean_rCLR_difference,-0.044279874500348745,0.2789313424484836,0.4813815103546411,False
CRC_vs_Control,rCLR,rCLR_[Ruminococcus] lactaris,[Ruminococcus] lactaris,CRC,Control,mean_rCLR_difference,-0.02024610197086149,0.2841377016470744,0.4825830805751899,False
CRC_vs_Adenoma,PA,PA_Veillonella parvula,Veillonella parvula,CRC,Adenoma,prevalence_difference,0.04918032786885246,0.2348002892608595,0.48314674905599936,False
CRC_vs_Adenoma,rCLR,rCLR_Paraprevotella xylaniphila,Paraprevotella xylaniphila,CRC,Adenoma,mean_rCLR_difference,0.0007395145629436606,0.23537433443849254,0.48432795740228274,False
CRC_vs_Adenoma,rCLR,rCLR_Acidaminococcus intestini,Acidaminococcus intestini,CRC,Adenoma,mean_rCLR_difference,0.02764396023999381,0.23321135760889167,0.48432795740228274,False
CRC_vs_Adenoma,PA,PA_Firmicutes bacterium CAG:83,Firmicutes bacterium CAG:83,CRC,Adenoma,prevalence_difference,-0.04729782728057097,0.24084120741871312,0.4862265885623076,False
CRC_vs_Adenoma,PA,PA_Gemmiger formicilis,Gemmiger formicilis,CRC,Adenoma,prevalence_difference,-0.043297513530473064,0.2524883416097522,0.48769482995751884,False
CRC_vs_Adenoma,PA,PA_Bifidobacterium adolescentis,Bifidobacterium adolescentis,CRC,Adenoma,prevalence_difference,0.04627813946191861,0.2643579452106177,0.48769482995751884,False
CRC_vs_Adenoma,PA,PA_Alistipes putredinis,Alistipes putredinis,CRC,Adenoma,prevalence_difference,0.04125813789316801,0.25206898925617677,0.48769482995751884,False
CRC_vs_Adenoma,PA,PA_Intestinibacter bartlettii,Intestinibacter bartlettii,CRC,Adenoma,prevalence_difference,0.04533688916777784,0.25583862854189926,0.48769482995751884,False
CRC_vs_Adenoma,PA,PA_Dialister invisus,Dialister invisus,CRC,Adenoma,prevalence_difference,-0.039610949878421814,0.26076658237129013,0.48769482995751884,False
CRC_vs_Adenoma,rCLR,rCLR_Lawsonibacter asaccharolyticus,Lawsonibacter asaccharolyticus,CRC,Adenoma,mean_rCLR_difference,-0.1179805684314168,0.2439725581072255,0.4925483720277949,False
CRC_vs_Adenoma,PA,PA_Klebsiella variicola,Klebsiella variicola,CRC,Adenoma,prevalence_difference,0.03521844850576514,0.2728519147524606,0.49483313353412356,False
CRC_vs_Adenoma,rCLR,rCLR_Lachnospira eligens,Lachnospira eligens,CRC,Adenoma,mean_rCLR_difference,0.09742313249623358,0.25660551632812667,0.49756399713876,False
CRC_vs_Adenoma,rCLR,rCLR_Methanobrevibacter smithii,Methanobrevibacter smithii,CRC,Adenoma,mean_rCLR_difference,-0.15393919887781643,0.2604073256053323,0.49756399713876,False
CRC_vs_Adenoma,rCLR,rCLR_Erysipelatoclostridium ramosum,Erysipelatoclostridium ramosum,CRC,Adenoma,mean_rCLR_difference,-0.1814543721137215,0.2546837562623304,0.49756399713876,False
CRC_vs_Control,PA,PA_Fusicatenibacter saccharivorans,Fusicatenibacter saccharivorans,CRC,Control,prevalence_difference,-0.019560357675111772,0.298902609616962,0.4997278004533584,False
CRC_vs_Control,PA,PA_Eubacterium ventriosum,Eubacterium ventriosum,CRC,Control,prevalence_difference,-0.029830948234068955,0.294961839690977,0.4997278004533584,False
CRC_vs_Adenoma,rCLR,rCLR_Eggerthella lenta,Eggerthella lenta,CRC,Adenoma,mean_rCLR_difference,-0.13367977549493693,0.26991089363643983,0.5025124751028249,False
CRC_vs_Adenoma,rCLR,rCLR_Akkermansia muciniphila,Akkermansia muciniphila,CRC,Adenoma,mean_rCLR_difference,-0.10014267175412725,0.2748878388092346,0.5025124751028249,False
CRC_vs_Adenoma,rCLR,rCLR_Blautia sp. CAG:257,Blautia sp. CAG:257,CRC,Adenoma,mean_rCLR_difference,-0.2028225305428645,0.27708631804735206,0.5025124751028249,False
CRC_vs_Control,rCLR,rCLR_Adlercreutzia equolifaciens,Adlercreutzia equolifaciens,CRC,Control,mean_rCLR_difference,-0.11317300825805421,0.3070784833229874,0.5054984263932254,False
CRC_vs_Control,rCLR,rCLR_Slackia isoflavoniconvertens,Slackia isoflavoniconvertens,CRC,Control,mean_rCLR_difference,0.03829921699875616,0.3029576895879148,0.5054984263932254,False
Adenoma_vs_Control,rCLR,rCLR_Phascolarctobacterium succinatutens,Phascolarctobacterium succinatutens,Adenoma,Control,mean_rCLR_difference,0.06854314959481894,0.2996420597663628,0.5089158792857273,False
Adenoma_vs_Control,rCLR,rCLR_Phocaeicola massiliensis,Phocaeicola massiliensis,Adenoma,Control,mean_rCLR_difference,-0.16253651008209913,0.2950202283320511,0.5089158792857273,False
CRC_vs_Control,PA,PA_Coprococcus catus,Coprococcus catus,CRC,Control,prevalence_difference,0.027977034815865554,0.3106974240986845,0.5114557596701422,False
CRC_vs_Adenoma,PA,PA_Proteobacteria bacterium CAG:139,Proteobacteria bacterium CAG:139,CRC,Adenoma,prevalence_difference,0.039140324731351483,0.2872633844654467,0.51228636896338,False
CRC_vs_Control,PA,PA_Acidaminococcus intestini,Acidaminococcus intestini,CRC,Control,prevalence_difference,0.022053938556012426,0.3215686842715049,0.5213310487431974,False
Adenoma_vs_Control,PA,PA_Alistipes inops,Alistipes inops,Adenoma,Control,prevalence_difference,0.05160834726465671,0.1365442442495537,0.5217940762393659,False
CRC_vs_Control,rCLR,rCLR_Proteobacteria bacterium CAG:139,Proteobacteria bacterium CAG:139,CRC,Control,mean_rCLR_difference,-0.08437071077878178,0.3242810255107279,0.5257283292370892,False
Adenoma_vs_Control,PA,PA_Prevotella copri,Prevotella copri,Adenoma,Control,prevalence_difference,-0.058050383351588186,0.14665256389771944,0.5262295222177429,False
Adenoma_vs_Control,PA,PA_Klebsiella pneumoniae,Klebsiella pneumoniae,Adenoma,Control,prevalence_difference,-0.05037614573125035,0.1475409875376849,0.5262295222177429,False
CRC_vs_Control,PA,PA_Bacteroides ovatus,Bacteroides ovatus,CRC,Control,prevalence_difference,0.021573626847180005,0.3385110642993545,0.5326571158828078,False
CRC_vs_Control,PA,PA_Alistipes inops,Alistipes inops,CRC,Control,prevalence_difference,0.02297865081787656,0.3350946266265489,0.5326571158828078,False
Adenoma_vs_Control,PA,PA_Bacteroides uniformis,Bacteroides uniformis,Adenoma,Control,prevalence_difference,-0.02916210295728372,0.15851628046354937,0.5438092653623517,False
Adenoma_vs_Control,PA,PA_Adlercreutzia equolifaciens_1,Adlercreutzia equolifaciens_1,Adenoma,Control,prevalence_difference,0.05415922061451539,0.16263454665042293,0.5438092653623517,False
CRC_vs_Adenoma,PA,PA_Phascolarctobacterium succinatutens,Phascolarctobacterium succinatutens,CRC,Adenoma,prevalence_difference,0.038669699584281125,0.3117000346521659,0.5467525197997009,False
CRC_vs_Adenoma,PA,PA_Roseburia faecis,Roseburia faecis,CRC,Adenoma,prevalence_difference,-0.040081575025492144,0.31953155512188525,0.5514496193232536,False
CRC_vs_Control,PA,PA_Bacteroides xylanisolvens,Bacteroides xylanisolvens,CRC,Control,prevalence_difference,0.02388091860736541,0.35904044836910387,0.5567728692100596,False
CRC_vs_Adenoma,PA,PA_Streptococcus parasanguinis,Streptococcus parasanguinis,CRC,Adenoma,prevalence_difference,0.0314534473292023,0.3283279616344454,0.5576363792838993,False
CRC_vs_Control,rCLR,rCLR_Adlercreutzia equolifaciens_1,Adlercreutzia equolifaciens_1,CRC,Control,mean_rCLR_difference,-0.05624439427896477,0.3495644816616169,0.5582596945939255,False
CRC_vs_Control,rCLR,rCLR_Akkermansia muciniphila,Akkermansia muciniphila,CRC,Control,mean_rCLR_difference,0.21291966040379656,0.36318006396590397,0.5631922731065467,False
CRC_vs_Control,rCLR,rCLR_Anaerotignum lactatifermentans,Anaerotignum lactatifermentans,CRC,Control,mean_rCLR_difference,-0.045428581215416236,0.36232574724409805,0.5631922731065467,False
CRC_vs_Adenoma,PA,PA_Bacteroides cellulosilyticus,Bacteroides cellulosilyticus,CRC,Adenoma,prevalence_difference,0.03866969958428107,0.3424468165452037,0.5639327335440126,False
CRC_vs_Adenoma,PA,PA_Oscillibacter sp. CAG:241,Oscillibacter sp. CAG:241,CRC,Adenoma,prevalence_difference,0.03843438701074592,0.34257595962954035,0.5639327335440126,False
CRC_vs_Adenoma,rCLR,rCLR_Eubacterium sp. CAG:251,Eubacterium sp. CAG:251,CRC,Adenoma,mean_rCLR_difference,-0.1255116326673005,0.3170478101423059,0.5654019280871122,False
Adenoma_vs_Control,PA,PA_Eggerthella lenta,Eggerthella lenta,Adenoma,Control,prevalence_difference,-0.05011673488211221,0.17540113746934977,0.5687249002794068,False
Adenoma_vs_Control,rCLR,rCLR_Alistipes putredinis,Alistipes putredinis,Adenoma,Control,mean_rCLR_difference,-0.05280166828489308,0.3546438276371815,0.570312061666208,False
Adenoma_vs_Control,rCLR,rCLR_Adlercreutzia equolifaciens_1,Adlercreutzia equolifaciens_1,Adenoma,Control,mean_rCLR_difference,0.08793860944853149,0.35680784886784267,0.570312061666208,False
Adenoma_vs_Control,rCLR,rCLR_Eggerthella lenta,Eggerthella lenta,Adenoma,Control,mean_rCLR_difference,0.09031458722590391,0.3571112909498685,0.570312061666208,False
Adenoma_vs_Control,rCLR,rCLR_Bifidobacterium pseudocatenulatum,Bifidobacterium pseudocatenulatum,Adenoma,Control,mean_rCLR_difference,-0.10822680940900091,0.352161255282473,0.570312061666208,False
CRC_vs_Adenoma,rCLR,rCLR_Streptococcus parasanguinis,Streptococcus parasanguinis,CRC,Adenoma,mean_rCLR_difference,-0.11543201535425052,0.33171695960661085,0.5724792689985059,False
CRC_vs_Adenoma,rCLR,rCLR_Phocaeicola massiliensis,Phocaeicola massiliensis,CRC,Adenoma,mean_rCLR_difference,0.13717046150092335,0.32814327322372483,0.5724792689985059,False
CRC_vs_Adenoma,PA,PA_Anaerobutyricum hallii,Anaerobutyricum hallii,CRC,Adenoma,prevalence_difference,0.02902188406933881,0.36706059193674734,0.5731736270047225,False
CRC_vs_Adenoma,PA,PA_Eubacterium sp. CAG:274,Eubacterium sp. CAG:274,CRC,Adenoma,prevalence_difference,0.033257510392972006,0.3580284476460624,0.5731736270047225,False
CRC_vs_Adenoma,PA,PA_Bacteroides sp. CAG:144,Bacteroides sp. CAG:144,CRC,Adenoma,prevalence_difference,0.03192407247627263,0.369616637975008,0.5731736270047225,False
CRC_vs_Adenoma,PA,PA_Phocaeicola massiliensis,Phocaeicola massiliensis,CRC,Adenoma,prevalence_difference,0.03561063612832377,0.36124964679914806,0.5731736270047225,False
CRC_vs_Control,PA,PA_Veillonella parvula,Veillonella parvula,CRC,Control,prevalence_difference,0.024810119763704563,0.38120177593314875,0.5771288591779864,False
CRC_vs_Control,PA,PA_Phocaeicola dorei,Phocaeicola dorei,CRC,Control,prevalence_difference,-0.023369184637207496,0.38729878316415123,0.5771288591779864,False
CRC_vs_Control,PA,PA_Odoribacter splanchnicus,Odoribacter splanchnicus,CRC,Control,prevalence_difference,0.022312049988328808,0.38834839122257026,0.5771288591779864,False
Adenoma_vs_Control,rCLR,rCLR_Bacteroides stercoris,Bacteroides stercoris,Adenoma,Control,mean_rCLR_difference,-0.046769991661552046,0.3679495222003236,0.5789793952269798,False
CRC_vs_Control,PA,PA_Gemmiger formicilis,Gemmiger formicilis,CRC,Control,prevalence_difference,-0.021017003932271572,0.3951326833939833,0.5791670838788522,False
CRC_vs_Adenoma,PA,PA_Bacteroides intestinalis,Bacteroides intestinalis,CRC,Adenoma,prevalence_difference,0.030669072084085036,0.3857324043681878,0.5813150319351563,False
CRC_vs_Adenoma,PA,PA_Eubacterium sp. CAG:38,Eubacterium sp. CAG:38,CRC,Adenoma,prevalence_difference,-0.0369440740450232,0.383517295293285,0.5813150319351563,False
Adenoma_vs_Control,PA,PA_Firmicutes bacterium CAG:145,Firmicutes bacterium CAG:145,Adenoma,Control,prevalence_difference,0.05047702772813745,0.18561581429108487,0.5841438861513554,False
Adenoma_vs_Control,rCLR,rCLR_Dialister invisus,Dialister invisus,Adenoma,Control,mean_rCLR_difference,0.07367894356763866,0.3770795480367174,0.584746545506214,False
CRC_vs_Control,rCLR,rCLR_Enterocloster bolteae,Enterocloster bolteae,CRC,Control,mean_rCLR_difference,-0.025336951829348253,0.38449325741960094,0.5877254077699615,False
CRC_vs_Control,PA,PA_Blautia wexlerae,Blautia wexlerae,CRC,Control,prevalence_difference,-0.013960461817463576,0.4070717665296022,0.588603770522533,False
CRC_vs_Control,rCLR,rCLR_Prevotella copri,Prevotella copri,CRC,Control,mean_rCLR_difference,0.08791605433661612,0.39078744200360294,0.5889331872448664,False
CRC_vs_Control,rCLR,rCLR_Phocaeicola coprocola,Phocaeicola coprocola,CRC,Control,mean_rCLR_difference,-0.04957366962124862,0.39708947369316294,0.5895484535538235,False
CRC_vs_Control,rCLR,rCLR_Methanobrevibacter smithii,Methanobrevibacter smithii,CRC,Control,mean_rCLR_difference,0.025936336685047554,0.40221530008812256,0.5895484535538235,False
Adenoma_vs_Control,rCLR,rCLR_[Ruminococcus] lactaris,[Ruminococcus] lactaris,Adenoma,Control,mean_rCLR_difference,-0.024792849528131045,0.3951775219709418,0.5955492232519828,False
Adenoma_vs_Control,rCLR,rCLR_Erysipelatoclostridium ramosum,Erysipelatoclostridium ramosum,Adenoma,Control,mean_rCLR_difference,0.06925758547316074,0.3919832575417094,0.5955492232519828,False
CRC_vs_Control,PA,PA_Bifidobacterium longum,Bifidobacterium longum,CRC,Control,prevalence_difference,-0.018790512272637505,0.4188564036430988,0.5975684691974876,False
CRC_vs_Adenoma,PA,PA_Gordonibacter pamelaeae,Gordonibacter pamelaeae,CRC,Adenoma,prevalence_difference,0.03066907208408509,0.40370407567740746,0.5999491124650361,False
CRC_vs_Adenoma,rCLR,rCLR_Parasutterella excrementihominis,Parasutterella excrementihominis,CRC,Adenoma,mean_rCLR_difference,-0.08520021543098938,0.35430474520291344,0.6017556783605038,False
CRC_vs_Control,PA,PA_Ruminococcus bromii,Ruminococcus bromii,CRC,Control,prevalence_difference,-0.021580360188892644,0.4278862674755498,0.6024188239458399,False
CRC_vs_Control,rCLR,rCLR_Phocaeicola dorei,Phocaeicola dorei,CRC,Control,mean_rCLR_difference,-0.04959884820966565,0.4315606165716601,0.6047528238814505,False
CRC_vs_Control,rCLR,rCLR_Barnesiella intestinihominis,Barnesiella intestinihominis,CRC,Control,mean_rCLR_difference,0.08267056856847854,0.4408478529229265,0.6047528238814505,False
CRC_vs_Control,rCLR,rCLR_Parasutterella excrementihominis,Parasutterella excrementihominis,CRC,Control,mean_rCLR_difference,-0.06568866076723678,0.4272313904234307,0.6047528238814505,False
CRC_vs_Control,rCLR,rCLR_Bacteroides salyersiae,Bacteroides salyersiae,CRC,Control,mean_rCLR_difference,0.012431203746769327,0.4375453556452231,0.6047528238814505,False
CRC_vs_Control,rCLR,rCLR_Klebsiella variicola,Klebsiella variicola,CRC,Control,mean_rCLR_difference,0.03417210179776836,0.4370052876260613,0.6047528238814505,False
CRC_vs_Adenoma,PA,PA_Alistipes inops,Alistipes inops,CRC,Adenoma,prevalence_difference,-0.02862969644678015,0.41469373705430346,0.6078387652713764,False
CRC_vs_Control,PA,PA_Bifidobacterium adolescentis,Bifidobacterium adolescentis,CRC,Control,prevalence_difference,-0.021046181746359527,0.4384524922908144,0.6079787462537927,False
CRC_vs_Control,PA,PA_Coprobacter fastidiosus,Coprobacter fastidiosus,CRC,Control,prevalence_difference,-0.019755624584777254,0.44319945988594234,0.6079787462537927,False
CRC_vs_Control,PA,PA_Roseburia inulinivorans,Roseburia inulinivorans,CRC,Control,prevalence_difference,-0.017410177221553913,0.4492801652422346,0.6085187048217607,False
Adenoma_vs_Control,PA,PA_Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Adenoma,Control,prevalence_difference,-0.0218049230414481,0.20789651856536057,0.6167119514515971,False
Adenoma_vs_Control,PA,PA_Anaerostipes hadrus,Anaerostipes hadrus,Adenoma,Control,prevalence_difference,-0.03316135354816396,0.24915916624555423,0.6167119514515971,False
Adenoma_vs_Control,PA,PA_Eubacterium sp. CAG:251,Eubacterium sp. CAG:251,Adenoma,Control,prevalence_difference,-0.04054015103476105,0.2523052315255249,0.6167119514515971,False
Adenoma_vs_Control,PA,PA_[Eubacterium] rectale,[Eubacterium] rectale,Adenoma,Control,prevalence_difference,0.040006917622643634,0.25936483939553145,0.6167119514515971,False
Adenoma_vs_Control,PA,PA_Alistipes finegoldii,Alistipes finegoldii,Adenoma,Control,prevalence_difference,-0.04418631463653655,0.2467766374380691,0.6167119514515971,False
Adenoma_vs_Control,PA,PA_Ruminococcus bromii,Ruminococcus bromii,Adenoma,Control,prevalence_difference,-0.046758805557156835,0.25040777955961224,0.6167119514515971,False
Adenoma_vs_Control,PA,PA_Butyricimonas virosa,Butyricimonas virosa,Adenoma,Control,prevalence_difference,-0.047666743529140465,0.235134050243001,0.6167119514515971,False
Adenoma_vs_Control,PA,PA_Intestinibacter bartlettii,Intestinibacter bartlettii,Adenoma,Control,prevalence_difference,-0.04804144808900673,0.2236157200265687,0.6167119514515971,False
Adenoma_vs_Control,PA,PA_Lawsonibacter asaccharolyticus,Lawsonibacter asaccharolyticus,Adenoma,Control,prevalence_difference,-0.04266587882631012,0.2476338948871617,0.6167119514515971,False
Adenoma_vs_Control,PA,PA_Acidaminococcus intestini,Acidaminococcus intestini,Adenoma,Control,prevalence_difference,-0.03771545512192309,0.23692921510686477,0.6167119514515971,False
Adenoma_vs_Control,PA,PA_Klebsiella quasipneumoniae,Klebsiella quasipneumoniae,Adenoma,Control,prevalence_difference,-0.0342638496570012,0.2542246127698082,0.6167119514515971,False
Adenoma_vs_Control,rCLR,rCLR_Holdemanella biformis,Holdemanella biformis,Adenoma,Control,mean_rCLR_difference,-0.05925437012425942,0.42174095140375634,0.6190352763984995,False
Adenoma_vs_Control,rCLR,rCLR_Eubacterium ventriosum,Eubacterium ventriosum,Adenoma,Control,mean_rCLR_difference,-0.15792219830067117,0.4223324782905651,0.6190352763984995,False
CRC_vs_Adenoma,PA,PA_Dorea longicatena,Dorea longicatena,CRC,Adenoma,prevalence_difference,0.024629382696682134,0.44634122347163574,0.6232465561349224,False
CRC_vs_Adenoma,PA,PA_Coprococcus comes,Coprococcus comes,CRC,Adenoma,prevalence_difference,-0.03004157188799128,0.44333026558311683,0.6232465561349224,False
CRC_vs_Adenoma,PA,PA_[Eubacterium] rectale,[Eubacterium] rectale,CRC,Adenoma,prevalence_difference,-0.027060945956545512,0.44622679505187046,0.6232465561349224,False
CRC_vs_Adenoma,PA,PA_Paraprevotella xylaniphila,Paraprevotella xylaniphila,CRC,Adenoma,prevalence_difference,0.030590634559573338,0.4485045310503647,0.6232465561349224,False
Adenoma_vs_Control,rCLR,rCLR_Dorea longicatena,Dorea longicatena,Adenoma,Control,mean_rCLR_difference,0.09510147114847989,0.4369474265878114,0.623378328598611,False
Adenoma_vs_Control,rCLR,rCLR_Eubacterium sp. CAG:274,Eubacterium sp. CAG:274,Adenoma,Control,mean_rCLR_difference,0.07648636337776016,0.4359679446159178,0.623378328598611,False
Adenoma_vs_Control,rCLR,rCLR_Roseburia inulinivorans,Roseburia inulinivorans,Adenoma,Control,mean_rCLR_difference,-0.08594389371201294,0.4496422115546921,0.6248274887837929,False
Adenoma_vs_Control,rCLR,rCLR_Agathobaculum butyriciproducens,Agathobaculum butyriciproducens,Adenoma,Control,mean_rCLR_difference,0.10057745632687604,0.44425938803437526,0.6248274887837929,False
CRC_vs_Control,PA,PA_Dialister invisus,Dialister invisus,CRC,Control,prevalence_difference,-0.01741691056326647,0.4760027518778014,0.6366536806365594,False
CRC_vs_Adenoma,rCLR,rCLR_Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,CRC,Adenoma,mean_rCLR_difference,-0.14307825909967198,0.38999180154034685,0.6368993553624833,False
CRC_vs_Adenoma,rCLR,rCLR_[Eubacterium] rectale,[Eubacterium] rectale,CRC,Adenoma,mean_rCLR_difference,-0.10662294235881042,0.39663882879141155,0.6368993553624833,False
CRC_vs_Adenoma,rCLR,rCLR_Veillonella parvula,Veillonella parvula,CRC,Adenoma,mean_rCLR_difference,0.08223216593459726,0.3967036172094168,0.6368993553624833,False
CRC_vs_Adenoma,rCLR,rCLR_Bacteroides cellulosilyticus,Bacteroides cellulosilyticus,CRC,Adenoma,mean_rCLR_difference,0.05726252904909171,0.3988061384045456,0.6368993553624833,False
Adenoma_vs_Control,PA,PA_Firmicutes bacterium CAG:83,Firmicutes bacterium CAG:83,Adenoma,Control,prevalence_difference,0.04193808727733905,0.2750621986567815,0.6398185925277309,False
Adenoma_vs_Control,rCLR,rCLR_Bacteroides xylanisolvens,Bacteroides xylanisolvens,Adenoma,Control,mean_rCLR_difference,-0.06856283118590906,0.48200021002880933,0.6466443617055493,False
Adenoma_vs_Control,rCLR,rCLR_Eubacterium ramulus,Eubacterium ramulus,Adenoma,Control,mean_rCLR_difference,-0.011654196920497573,0.47463595808936754,0.6466443617055493,False
Adenoma_vs_Control,rCLR,rCLR_Roseburia faecis,Roseburia faecis,Adenoma,Control,mean_rCLR_difference,-0.046730239974093646,0.4834724199667658,0.6466443617055493,False
CRC_vs_Control,PA,PA_Eubacterium ramulus,Eubacterium ramulus,CRC,Control,prevalence_difference,-0.018615445388109775,0.4960521289614051,0.6552787382576586,False
CRC_vs_Control,PA,PA_Eggerthella lenta,Eggerthella lenta,CRC,Control,prevalence_difference,0.016633598477366895,0.5119775724314065,0.6680682957336647,False
Adenoma_vs_Control,PA,PA_Bacteroides stercoris,Bacteroides stercoris,Adenoma,Control,prevalence_difference,-0.042521761687899895,0.3012943594382565,0.668382539739353,False
Adenoma_vs_Control,PA,PA_Blautia obeum,Blautia obeum,Adenoma,Control,prevalence_difference,-0.031042831613535493,0.30608172380587195,0.668382539739353,False
Adenoma_vs_Control,PA,PA_Bacteroides fragilis,Bacteroides fragilis,Adenoma,Control,prevalence_difference,-0.04324234737995042,0.3019044037872841,0.668382539739353,False
CRC_vs_Adenoma,rCLR,rCLR_Bifidobacterium bifidum,Bifidobacterium bifidum,CRC,Adenoma,mean_rCLR_difference,-0.11099536078709117,0.4248004981192247,0.6684360779228977,False
CRC_vs_Adenoma,rCLR,rCLR_Bacteroides stercoris,Bacteroides stercoris,CRC,Adenoma,mean_rCLR_difference,-0.0341438944270257,0.43470037637237247,0.671682872999031,False
