Model,Algorithm,Species,Species_MeanAbsSHAP,Species_MaxStability,Species_BestRank,PA_SHAP,rCLR_SHAP,Dominant_Signal,SpeciesRank
OnlyFemale,RandomForest,Prevotella copri,0.002152714352660448,0.0,89,0.0005252283329227183,0.0016274860197377297,rCLR,76
OnlyFemale,RandomForest,Phocaeicola vulgatus,0.002138788913473462,0.0,69,0.00022351231039429987,0.0019152766030791622,rCLR,77
OnlyFemale,RandomForest,Bifidobacterium bifidum,0.002115294714373352,0.0,71,0.00021107674083023,0.001904217973543122,rCLR,78
OnlyFemale,RandomForest,Roseburia inulinivorans,0.0020977366163153714,0.0,73,0.00021927216470962797,0.0018784644516057433,rCLR,79
OnlyFemale,RandomForest,Adlercreutzia equolifaciens_1,0.0020580245264479108,0.0,83,0.00037160489162289324,0.0016864196348250174,rCLR,80
OnlyFemale,RandomForest,Klebsiella quasipneumoniae,0.0020148591093202173,0.0,75,0.00020350296319619033,0.0018113561461240268,rCLR,81
OnlyFemale,RandomForest,Phocaeicola massiliensis,0.0019893337666382904,0.0,84,0.00031188094938437645,0.001677452817253914,rCLR,82
OnlyFemale,RandomForest,Methanobrevibacter smithii,0.0019780439676082393,0.0,93,0.0004071730469233547,0.0015708709206848845,rCLR,83
OnlyFemale,RandomForest,Eubacterium sp. CAG:274,0.0019420062821668884,0.0,82,0.00025472564007428375,0.0016872806420926048,rCLR,84
OnlyFemale,RandomForest,Intestinibacter bartlettii,0.0019390814584835446,0.0,85,0.0002765973174415985,0.001662484141041946,rCLR,85
OnlyFemale,RandomForest,Lawsonibacter asaccharolyticus,0.0019013833192974517,0.0,81,0.00020552100776869068,0.0016958623115287611,rCLR,86
OnlyFemale,RandomForest,Gordonibacter pamelaeae,0.0018922377960653015,0.0,87,0.0002555103995858753,0.0016367273964794263,rCLR,87
OnlyFemale,RandomForest,Eubacterium sp. CAG:38,0.0018757323102056287,0.0,112,0.00066113706523516,0.0012145952449704688,rCLR,88
OnlyFemale,RandomForest,[Eubacterium] siraeum,0.001861235788308822,0.0,95,0.00030172314907491186,0.0015595126392339103,rCLR,89
OnlyFemale,RandomForest,Roseburia hominis,0.0018455737948858564,0.0,96,0.0003087368855560812,0.0015368369093297753,rCLR,90
OnlyFemale,RandomForest,Blautia wexlerae,0.0018288010272301722,0.0,91,0.0002336600794822559,0.0015951409477479163,rCLR,91
OnlyFemale,RandomForest,Alistipes shahii,0.001818278302247025,0.0,110,0.0005810027214720693,0.0012372755807749556,rCLR,92
OnlyFemale,RandomForest,Agathobaculum butyriciproducens,0.0017950555919746794,0.0,90,0.00016774798951806738,0.001627307602456612,rCLR,93
OnlyFemale,RandomForest,Klebsiella pneumoniae,0.0017274480259234447,0.0,99,0.00025180100967158684,0.0014756470162518578,rCLR,94
OnlyFemale,RandomForest,Dialister invisus,0.001718970930485968,0.0,100,0.00025550735205263973,0.0014634635784333283,rCLR,95
OnlyFemale,RandomForest,Phascolarctobacterium succinatutens,0.0017176482250240836,0.0,101,0.0002741476361016701,0.0014435005889224133,rCLR,96
OnlyFemale,RandomForest,Klebsiella variicola,0.0017009930883290123,0.0,104,0.00030945502041927075,0.0013915380679097415,rCLR,97
OnlyFemale,RandomForest,Blautia sp. CAG:257,0.0016846759429573368,0.0,107,0.0004112591538342534,0.0012734167891230834,rCLR,98
OnlyFemale,RandomForest,Slackia isoflavoniconvertens,0.0016571803739262518,0.0,116,0.0005469507782642727,0.001110229595661979,rCLR,99
OnlyFemale,RandomForest,Eggerthella lenta,0.0016547048949237214,0.0,114,0.00047422491420460333,0.001180479980719118,rCLR,100
OnlyFemale,RandomForest,Phascolarctobacterium faecium,0.0016389861211496366,0.0,105,0.0002665512434425111,0.0013724348777071254,rCLR,101
OnlyFemale,RandomForest,Bifidobacterium pseudocatenulatum,0.0015470346845927161,0.0,113,0.00033872539509775535,0.0012083092894949608,rCLR,102
OnlyFemale,RandomForest,Alistipes inops,0.0015342372848495584,0.0,108,0.0002702340338960893,0.001264003250953469,rCLR,103
OnlyFemale,RandomForest,Bacteroides uniformis,0.0015055478625252054,0.0,106,0.00017679299602622062,0.001328754866498985,rCLR,104
OnlyFemale,RandomForest,[Eubacterium] rectale,0.0014642375270953467,0.0,109,0.0002179546513825463,0.0012462828757128005,rCLR,105
OnlyFemale,RandomForest,Streptococcus parasanguinis,0.0014147844401322953,0.0,115,0.0002662795215029312,0.001148504918629364,rCLR,106
OnlyFemale,RandomForest,Acidaminococcus intestini,0.0013016357762344495,0.0,117,0.00019235043117468476,0.0011092853450597648,rCLR,107
