comparison,stratum,species,feature,study,group1,group0,n_group1,n_group0,mean_group1,mean_group0,sd_group1,sd_group0,hedges_g,variance,se
CRC_vs_Control,All,Fusicatenibacter saccharivorans,rCLR_Fusicatenibacter saccharivorans,YachidaS_2019,CRC,Control,258,251,0.3988030742578135,0.5260613217118126,1.2436505581819843,1.2306968689429323,-0.1027010004506159,0.007870434606591018,0.08871546993952643
CRC_vs_Control,All,Fusicatenibacter saccharivorans,rCLR_Fusicatenibacter saccharivorans,YuJ_2015,CRC,Control,74,54,0.39156156581222756,1.1896359793167972,1.140523746101214,0.9650379065596502,-0.741262861413735,0.034212471038822814,0.1849661348431729
CRC_vs_Control,All,Fusicatenibacter saccharivorans,rCLR_Fusicatenibacter saccharivorans,ZellerG_2014,CRC,Control,53,61,0.5699850766406279,1.059653901425567,1.2151065296579682,1.3091852560006823,-0.3840744899970131,0.03591990828458514,0.18952548188722576
CRC_vs_Control,All,Coprococcus comes,rCLR_Coprococcus comes,FengQ_2015,CRC,Control,46,61,0.7281601283619004,1.467885371231776,1.7889655846245371,1.2578608939944615,-0.4868444252378216,0.03926122779290078,0.1981444619284142
CRC_vs_Control,All,Coprococcus comes,rCLR_Coprococcus comes,HanniganGD_2017,CRC,Control,27,28,0.3820452799565433,0.7565570005799188,1.3302418185272828,1.3006226691174714,-0.28070008883384184,0.07349464859916545,0.27109896458519617
CRC_vs_Control,All,Coprococcus comes,rCLR_Coprococcus comes,ThomasAM_2018a,CRC,Control,29,24,-0.3461023830467008,-0.8117443521456132,1.2194174620972018,1.2963058214264203,0.36564064311964267,0.07746014175697344,0.27831662141699953
CRC_vs_Control,All,Coprococcus comes,rCLR_Coprococcus comes,ThomasAM_2018b,CRC,Control,32,28,1.311820653233638,0.9499227427131908,1.0774641997404906,0.7274003060809576,0.38366107863970395,0.06823321522517348,0.2612148832382517
CRC_vs_Control,All,Coprococcus comes,rCLR_Coprococcus comes,ThomasAM_2019_c,CRC,Control,40,40,-0.0841102366403475,0.288698506544271,0.9882183721338195,0.7499888522923144,-0.42088534476707257,0.051135541496408324,0.22613169060617824
CRC_vs_Control,All,Coprococcus comes,rCLR_Coprococcus comes,VogtmannE_2016,CRC,Control,52,52,0.5493063750419908,0.6678313011582249,1.5191772149284677,0.8212411327044508,-0.09634592080751317,0.03850704109122595,0.19623211024505124
CRC_vs_Control,All,Coprococcus comes,rCLR_Coprococcus comes,WirbelJ_2018,CRC,Control,60,65,1.074306055566242,1.049469529996226,1.0331142296783689,1.0487865125375955,0.023705765887606374,0.032053566455088216,0.17903509838880258
CRC_vs_Control,All,Coprococcus comes,rCLR_Coprococcus comes,YachidaS_2019,CRC,Control,258,251,0.1309691954752441,0.24313958733890484,0.8370730634732119,0.7214165538933456,-0.14319451731236976,0.007880254305106565,0.08877079646542868
CRC_vs_Control,All,Coprococcus comes,rCLR_Coprococcus comes,YuJ_2015,CRC,Control,74,54,0.5203517522409241,0.9671240921014683,1.1692387167843559,1.0830117436515292,-0.39170949706728136,0.03264090635779673,0.18066794502013003
CRC_vs_Control,All,Coprococcus comes,rCLR_Coprococcus comes,ZellerG_2014,CRC,Control,53,61,0.8353435084161034,1.2874775626379054,1.5138602791730869,1.2279510305022763,-0.3282543127025181,0.0357423979271804,0.18905659979799805
CRC_vs_Control,All,[Ruminococcus] torques,rCLR_[Ruminococcus] torques,FengQ_2015,CRC,Control,46,61,1.4724484880646918,1.1421447642363296,2.2184931845196174,1.5312644431154185,0.17657743946943483,0.038281047305969526,0.1956554300446822
CRC_vs_Control,All,[Ruminococcus] torques,rCLR_[Ruminococcus] torques,HanniganGD_2017,CRC,Control,27,28,1.1350165659878446,0.8595609522390563,1.2313050733344677,1.5178419762823376,0.19609885231071644,0.07311410350488483,0.27039619728258907
CRC_vs_Control,All,[Ruminococcus] torques,rCLR_[Ruminococcus] torques,ThomasAM_2018a,CRC,Control,29,24,-0.024946134554698775,-0.6639826973608951,1.8398260821101273,1.331630789379173,0.3861655304454205,0.0776114234922994,0.27858826876288134
CRC_vs_Control,All,[Ruminococcus] torques,rCLR_[Ruminococcus] torques,ThomasAM_2018b,CRC,Control,32,28,1.338190589930422,1.0166297866876683,1.0006027927249097,1.1695356949077729,0.29318826791827285,0.06770531468363844,0.2602024494189831
CRC_vs_Control,All,[Ruminococcus] torques,rCLR_[Ruminococcus] torques,ThomasAM_2019_c,CRC,Control,40,40,0.7484547535877268,0.44247999204999433,1.6019664394812556,0.9480777453493999,0.23021310544939688,0.05033973124308112,0.22436517386412963
CRC_vs_Control,All,[Ruminococcus] torques,rCLR_[Ruminococcus] torques,VogtmannE_2016,CRC,Control,52,52,0.7925514484703842,0.8020861380526713,2.2655438087692414,1.8253484636771051,-0.0046005065920310265,0.038461642209876225,0.19611639964540503
CRC_vs_Control,All,[Ruminococcus] torques,rCLR_[Ruminococcus] torques,WirbelJ_2018,CRC,Control,60,65,0.6691830470735526,0.22693673390739197,1.1781747701891054,1.4904952569075463,0.3256529302859468,0.03248237892528133,0.18022868507893333
CRC_vs_Control,All,[Ruminococcus] torques,rCLR_[Ruminococcus] torques,YachidaS_2019,CRC,Control,258,251,0.7517026836961437,0.3753917780630967,1.2312658009761979,1.0860958356116037,0.3233816844968928,0.00796316460498795,0.0892365654033589
CRC_vs_Control,All,[Ruminococcus] torques,rCLR_[Ruminococcus] torques,YuJ_2015,CRC,Control,74,54,0.4731377652183793,0.48539852369171327,1.4574011105165476,1.821500658429924,-0.007520663435212481,0.032032256477978485,0.1789755750877155
CRC_vs_Control,All,[Ruminococcus] torques,rCLR_[Ruminococcus] torques,ZellerG_2014,CRC,Control,53,61,0.9173191786420813,1.2589381240079778,1.625275338662451,1.436758416946252,-0.22219123179623193,0.03548176422039167,0.1883660378634951
CRC_vs_Control,All,Anaerobutyricum hallii,rCLR_Anaerobutyricum hallii,FengQ_2015,CRC,Control,46,61,1.8444132574870298,2.0569206298996403,1.8081377652176363,1.7671703186072056,-0.11820975114394912,0.03819911374947397,0.19544593561768936
CRC_vs_Control,All,Anaerobutyricum hallii,rCLR_Anaerobutyricum hallii,HanniganGD_2017,CRC,Control,27,28,0.7557126332428828,1.1297875073766055,1.3654716621473524,1.1429734183628673,-0.2933495459354072,0.07356315252585585,0.271225280027242
CRC_vs_Control,All,Anaerobutyricum hallii,rCLR_Anaerobutyricum hallii,ThomasAM_2018a,CRC,Control,29,24,-0.512961174979485,-1.2212516799322704,1.1142215098873824,1.5902398512437748,0.5169670825841916,0.07876957199790152,0.28065917408469215
CRC_vs_Control,All,Anaerobutyricum hallii,rCLR_Anaerobutyricum hallii,ThomasAM_2018b,CRC,Control,32,28,1.5612584359049642,1.291991844827988,0.8858295444228099,0.6652133895655575,0.3360671683201025,0.06793791624551582,0.2606490288597213
CRC_vs_Control,All,Anaerobutyricum hallii,rCLR_Anaerobutyricum hallii,ThomasAM_2019_c,CRC,Control,40,40,-0.8749124470890571,-1.0157405102852288,1.6735034571690455,1.8013181703300962,0.08022013949162371,0.05004125173576959,0.22369902041754586
CRC_vs_Control,All,Anaerobutyricum hallii,rCLR_Anaerobutyricum hallii,VogtmannE_2016,CRC,Control,52,52,0.30568887717102255,0.3807328006273395,1.209221377570157,0.9566552569301859,-0.06832282937067799,0.03848442085866206,0.19617446535842034
CRC_vs_Control,All,Anaerobutyricum hallii,rCLR_Anaerobutyricum hallii,WirbelJ_2018,CRC,Control,60,65,-0.21816915340879828,-0.03375119103236996,1.3477674721144872,1.485996157022356,-0.12895388594495533,0.032118880037868655,0.1792174099742228
CRC_vs_Control,All,Anaerobutyricum hallii,rCLR_Anaerobutyricum hallii,YachidaS_2019,CRC,Control,258,251,-0.8286391981733857,-1.0498777672574462,1.4636355262416625,1.5013547006993968,0.1490271759636072,0.007881935201938285,0.08878026358340171
CRC_vs_Control,All,Anaerobutyricum hallii,rCLR_Anaerobutyricum hallii,YuJ_2015,CRC,Control,74,54,-0.3460097148370015,-0.2839760810556498,1.4450882493433581,1.1724851859272847,-0.04611363988572739,0.03204047039625231,0.1789985206538096
CRC_vs_Control,All,Anaerobutyricum hallii,rCLR_Anaerobutyricum hallii,ZellerG_2014,CRC,Control,53,61,0.09411431426124077,1.298857122020533,1.9118566039502212,1.4473838638270229,-0.7126832396167265,0.037528855544246426,0.19372365767826713
CRC_vs_Control,All,Holdemanella biformis,rCLR_Holdemanella biformis,FengQ_2015,CRC,Control,46,61,-0.44250211133770356,0.1870124695001242,2.077674409489134,0.9095672433527927,-0.4100919909152627,0.03893340849112792,0.19731550494354952
CRC_vs_Control,All,Holdemanella biformis,rCLR_Holdemanella biformis,HanniganGD_2017,CRC,Control,27,28,0.08436514261632082,-0.16377858645700175,0.43837414019778587,0.7382098960133016,0.4011218778307915,0.07426923558976144,0.27252382572861666
CRC_vs_Control,All,Holdemanella biformis,rCLR_Holdemanella biformis,ThomasAM_2018a,CRC,Control,29,24,-0.09993733329012332,-0.04120900816345655,0.5381790101528436,0.20188208561331014,-0.13737541551193402,0.07633444494213158,0.27628688883501434
CRC_vs_Control,All,Holdemanella biformis,rCLR_Holdemanella biformis,ThomasAM_2018b,CRC,Control,32,28,0.13881332674688204,-0.12544728862425836,0.6505975710466338,0.9311062063480935,0.328660537679063,0.06789547320590202,0.2605675981504646
CRC_vs_Control,All,Holdemanella biformis,rCLR_Holdemanella biformis,ThomasAM_2019_c,CRC,Control,40,40,-0.06889351259578039,-0.055289679143462146,1.4725501692489433,1.0975111224730534,-0.010374392318165917,0.050000689923179305,0.22360834045978542
CRC_vs_Control,All,Holdemanella biformis,rCLR_Holdemanella biformis,VogtmannE_2016,CRC,Control,52,52,0.04447428131781669,-0.04755108512851453,1.248789753300967,1.1272169407970243,0.0767907816259398,0.03849044446223809,0.19618981742750588
CRC_vs_Control,All,Holdemanella biformis,rCLR_Holdemanella biformis,WirbelJ_2018,CRC,Control,60,65,-0.2515036394855159,-0.08493842727288603,1.0733589742035354,1.0019109188953228,-0.15967199254928113,0.032154920852926996,0.1793179323239229
CRC_vs_Control,All,Holdemanella biformis,rCLR_Holdemanella biformis,YachidaS_2019,CRC,Control,258,251,-0.05077402962221356,-0.16696672434666482,1.0856766222331087,1.026328275121617,0.10978195516680114,0.007871918415453628,0.08872383228565833
CRC_vs_Control,All,Holdemanella biformis,rCLR_Holdemanella biformis,YuJ_2015,CRC,Control,74,54,-0.24575476672337057,0.12054091293774584,1.2241624407839877,1.1064808271066278,-0.309592631915243,0.032412379642096346,0.18003438461054141
CRC_vs_Control,All,Holdemanella biformis,rCLR_Holdemanella biformis,ZellerG_2014,CRC,Control,53,61,0.039440211613186844,0.08959473423227224,0.9991420872815939,1.0698470406582388,-0.048011756760839096,0.035271657904767266,0.1878075022590079
CRC_vs_Control,All,Bacteroides uniformis,rCLR_Bacteroides uniformis,FengQ_2015,CRC,Control,46,61,1.5236496511412627,0.8696199985320059,1.886014922177405,1.744003534697543,0.3595033246317951,0.038748014202596825,0.19684515285522483
CRC_vs_Control,All,Bacteroides uniformis,rCLR_Bacteroides uniformis,HanniganGD_2017,CRC,Control,27,28,-0.15494006835398316,-0.15413561108409793,1.3059886971352237,1.85787097442586,-0.0004922721986448494,0.07275132503747292,0.2697245354754975
CRC_vs_Control,All,Bacteroides uniformis,rCLR_Bacteroides uniformis,ThomasAM_2018a,CRC,Control,29,24,2.17499815248967,2.848563593373689,1.9143425616960847,1.8373109897674824,-0.35298591662498646,0.07737098467299929,0.27815640325723096
CRC_vs_Control,All,Bacteroides uniformis,rCLR_Bacteroides uniformis,ThomasAM_2018b,CRC,Control,32,28,2.1022965114931935,1.9952349427783713,1.10335484128529,1.8088751972616952,0.07167052272783571,0.06700856729901054,0.2588601307637206
CRC_vs_Control,All,Bacteroides uniformis,rCLR_Bacteroides uniformis,ThomasAM_2019_c,CRC,Control,40,40,2.49579850120164,2.114233927887973,1.3716085867228425,1.9625329870375514,0.22319694145674773,0.05031933894022851,0.22431972481310802
CRC_vs_Control,All,Bacteroides uniformis,rCLR_Bacteroides uniformis,VogtmannE_2016,CRC,Control,52,52,1.8167433223482445,2.3792823152986577,2.9019308005512023,2.3861714827071463,-0.21019088883493903,0.0386781081171719,0.1966675065107907
CRC_vs_Control,All,Bacteroides uniformis,rCLR_Bacteroides uniformis,WirbelJ_2018,CRC,Control,60,65,2.7094592768458408,2.449541288493337,1.837365466330302,1.6827176141307791,0.14689551228663147,0.032138998683517626,0.17927353034822968
CRC_vs_Control,All,Bacteroides uniformis,rCLR_Bacteroides uniformis,YachidaS_2019,CRC,Control,258,251,2.271893754792924,2.418300698011632,1.3704713384017446,1.4508163918389698,-0.10363243455881706,0.00787062413913444,0.08871653813768006
CRC_vs_Control,All,Bacteroides uniformis,rCLR_Bacteroides uniformis,YuJ_2015,CRC,Control,74,54,2.182112984347766,2.154925218677218,1.8980089849548099,1.910897406035761,0.014198292917038788,0.03203283199838822,0.1789771828987936
CRC_vs_Control,All,Bacteroides uniformis,rCLR_Bacteroides uniformis,ZellerG_2014,CRC,Control,53,61,2.397354489620969,2.377141168248003,1.9719716906665101,1.0955330957399532,0.012831297492603193,0.03526210216105335,0.1877820602748126
CRC_vs_Control,All,Blautia wexlerae,rCLR_Blautia wexlerae,FengQ_2015,CRC,Control,46,61,0.7065033387736654,0.9850215829347075,1.9340956805225256,2.2497692004585987,-0.13042091388382807,0.038213571223344345,0.19548291798350143
CRC_vs_Control,All,Blautia wexlerae,rCLR_Blautia wexlerae,HanniganGD_2017,CRC,Control,27,28,1.0863640609688365,0.9824180145733976,1.977169186666841,1.4844718882598888,0.058766248298977794,0.07278390267527687,0.2697849192880819
CRC_vs_Control,All,Blautia wexlerae,rCLR_Blautia wexlerae,ThomasAM_2018a,CRC,Control,29,24,-1.332030334779512,-1.607562010864444,1.7466084414902427,1.5444396537594085,0.16367907183503563,0.07641208056732475,0.2764273513372451
CRC_vs_Control,All,Blautia wexlerae,rCLR_Blautia wexlerae,ThomasAM_2018b,CRC,Control,32,28,-0.25373876495627334,-0.06636482568173944,1.403283506226935,1.1401855024811676,-0.1436416960113499,0.06714215585939792,0.2591180346085504
CRC_vs_Control,All,Blautia wexlerae,rCLR_Blautia wexlerae,ThomasAM_2019_c,CRC,Control,40,40,-1.0171041520768624,-0.7558692705818943,1.8098027480927534,1.8459627851298301,-0.14153110945487352,0.050128404198355944,0.22389373416501843
CRC_vs_Control,All,Blautia wexlerae,rCLR_Blautia wexlerae,VogtmannE_2016,CRC,Control,52,52,-0.014794619624392765,-0.5948431141274578,1.6802930886133454,1.6087256390784332,0.35003552205047384,0.03906215055319115,0.19764146972027694
CRC_vs_Control,All,Blautia wexlerae,rCLR_Blautia wexlerae,WirbelJ_2018,CRC,Control,60,65,-1.162500954296959,-1.4138610756358954,1.351943131071812,1.2487808471989308,0.19227789261839423,0.03220156980733803,0.17944795849309078
CRC_vs_Control,All,Blautia wexlerae,rCLR_Blautia wexlerae,YachidaS_2019,CRC,Control,258,251,-0.8818268045582665,-0.6658958051043621,1.5142440156659072,1.6023654668652914,-0.13836151277653644,0.00787891233117115,0.08876323749825234
CRC_vs_Control,All,Blautia wexlerae,rCLR_Blautia wexlerae,YuJ_2015,CRC,Control,74,54,-0.2132168987410404,-0.37349408706245335,1.4793964226817355,1.4839601531478723,0.10755373406125543,0.03207793602294679,0.1791031435317281
CRC_vs_Control,All,Blautia wexlerae,rCLR_Blautia wexlerae,ZellerG_2014,CRC,Control,53,61,-0.8573458140718747,0.027252971464397972,1.6821314797234517,1.7713867607376867,-0.5077445974641981,0.03641228043810128,0.1908200210619978
CRC_vs_Control,All,Gemmiger formicilis,rCLR_Gemmiger formicilis,FengQ_2015,CRC,Control,46,61,0.2485339947372916,0.18012180001633354,1.8030070710753785,1.6099625215273943,0.04006298656614441,0.038140216119126755,0.19529520249900342
CRC_vs_Control,All,Gemmiger formicilis,rCLR_Gemmiger formicilis,HanniganGD_2017,CRC,Control,27,28,-0.8101536474730053,-0.688600854295441,1.2801094912064637,1.1455601744300623,-0.09874853753222256,0.07284331589910344,0.2698950090296288
CRC_vs_Control,All,Gemmiger formicilis,rCLR_Gemmiger formicilis,ThomasAM_2018a,CRC,Control,29,24,-0.2535214424458927,0.2624584762783004,1.169494828494771,1.3254151151096003,-0.409225137869683,0.07779124110563536,0.27891081209884167
CRC_vs_Control,All,Gemmiger formicilis,rCLR_Gemmiger formicilis,ThomasAM_2018b,CRC,Control,32,28,-0.36670889010175356,-0.3465992213284174,1.550688746956022,1.459660234828732,-0.01315344448513931,0.06696577720654281,0.2587774665741645
CRC_vs_Control,All,Gemmiger formicilis,rCLR_Gemmiger formicilis,ThomasAM_2019_c,CRC,Control,40,40,-0.8811645684975744,-0.634292075469818,1.6374399974361762,1.5392437213772618,-0.15385501544195745,0.05015173952420927,0.22394584060484193
CRC_vs_Control,All,Gemmiger formicilis,rCLR_Gemmiger formicilis,VogtmannE_2016,CRC,Control,52,52,-0.7971207088260945,-0.5261063853007075,1.1568469786291986,1.142242035139532,-0.2340155126946491,0.03872998581537052,0.19679935420465822
CRC_vs_Control,All,Gemmiger formicilis,rCLR_Gemmiger formicilis,WirbelJ_2018,CRC,Control,60,65,-0.5972123446807751,-0.36358013783247206,1.5702647830924004,1.1462984383507726,-0.1699660142820409,0.032168714758643524,0.1793563903479425
CRC_vs_Control,All,Gemmiger formicilis,rCLR_Gemmiger formicilis,YachidaS_2019,CRC,Control,258,251,-1.1218897339359684,-0.9702355807306265,1.5971206930713715,1.3681154716378146,-0.1017256799676572,0.007870237977864514,0.08871436173396342
CRC_vs_Control,All,Gemmiger formicilis,rCLR_Gemmiger formicilis,YuJ_2015,CRC,Control,74,54,-0.2251228516837158,-0.5080776188135828,1.1925348547310692,1.5364706749831356,0.20866409618312629,0.0322048126075714,0.17945699375497018
CRC_vs_Control,All,Gemmiger formicilis,rCLR_Gemmiger formicilis,ZellerG_2014,CRC,Control,53,61,-0.7670309255615164,-0.9786897685662452,1.3126679558988439,1.9011832379002023,0.1270943498542377,0.03533347864127445,0.1879720155801774
CRC_vs_Control,All,Dorea formicigenerans,rCLR_Dorea formicigenerans,FengQ_2015,CRC,Control,46,61,1.106183992137363,0.9820806731370834,1.414088854383036,0.9971771903572135,0.10321076270708775,0.03818329906505999,0.19540547347774062
CRC_vs_Control,All,Dorea formicigenerans,rCLR_Dorea formicigenerans,HanniganGD_2017,CRC,Control,27,28,-0.17687907606910894,0.12263638632270077,0.8017913947332181,0.8052426496854287,-0.36744001244490637,0.07402502239986532,0.27207539837307104
CRC_vs_Control,All,Dorea formicigenerans,rCLR_Dorea formicigenerans,ThomasAM_2018a,CRC,Control,29,24,-0.4214130712882071,-1.2426416506533136,1.0441820001762294,1.3865387525048531,0.6683266736877683,0.080528450216401,0.28377535167170703
CRC_vs_Control,All,Dorea formicigenerans,rCLR_Dorea formicigenerans,ThomasAM_2018b,CRC,Control,32,28,0.7542525493163776,0.4516740243142916,0.6326268604204031,0.6428832709048515,0.46852629468397267,0.06885667268678823,0.26240555003045996
CRC_vs_Control,All,Dorea formicigenerans,rCLR_Dorea formicigenerans,ThomasAM_2019_c,CRC,Control,40,40,0.12229244572517521,-0.07106470281051881,0.988026365910256,0.664708578271888,0.22741667124532336,0.05033152783564297,0.2243468917450005
CRC_vs_Control,All,Dorea formicigenerans,rCLR_Dorea formicigenerans,VogtmannE_2016,CRC,Control,52,52,0.20792120593298352,0.17641881195502387,0.8526321414994407,0.8530401772123378,0.03666611501158985,0.03846812867717593,0.19613293623758335
CRC_vs_Control,All,Dorea formicigenerans,rCLR_Dorea formicigenerans,WirbelJ_2018,CRC,Control,60,65,0.4700209725354473,0.06074677318694233,0.9701734692110346,0.7905701118307997,0.46156033777802963,0.03291728995945184,0.18143122652799282
CRC_vs_Control,All,Dorea formicigenerans,rCLR_Dorea formicigenerans,YachidaS_2019,CRC,Control,258,251,0.16923763406040104,-0.024567842134603907,0.8673902933721414,0.7115968936780022,0.24360451595496652,0.007918556563888943,0.08898627177204887
CRC_vs_Control,All,Dorea formicigenerans,rCLR_Dorea formicigenerans,YuJ_2015,CRC,Control,74,54,0.6264012383877523,0.0162077747923381,1.1346128049767616,1.1190100399332226,0.5376890570227705,0.03317929204013535,0.182151837871967
CRC_vs_Control,All,Dorea formicigenerans,rCLR_Dorea formicigenerans,ZellerG_2014,CRC,Control,53,61,0.22455381688915627,0.739313146880751,1.6095916171744582,0.8439919879091697,-0.4061984195915165,0.035997961598032376,0.18973128787322446
