comparison,stratum,species,feature,study,group1,group0,n_group1,n_group0,mean_group1,mean_group0,sd_group1,sd_group0,hedges_g,variance,se
CRC_vs_Control,Female,[Ruminococcus] lactaris,rCLR_[Ruminococcus] lactaris,ThomasAM_2018b,CRC,Control,9,12,0.08113781045370833,0.4280430954589944,0.8303902697217143,0.9537149000378086,-0.36845938755081215,0.19801713708324234,0.44499116517436876
CRC_vs_Control,Female,[Ruminococcus] lactaris,rCLR_[Ruminococcus] lactaris,ThomasAM_2019_c,CRC,Control,19,16,-0.06549760505354836,0.4671685662462125,0.37435279889027184,0.9051690040260093,-0.7768493560406279,0.12427544140162203,0.3525272207952487
CRC_vs_Control,Female,[Ruminococcus] lactaris,rCLR_[Ruminococcus] lactaris,VogtmannE_2016,CRC,Control,15,15,0.2021337799602189,0.5890502286459899,0.8576973739221747,1.6212639786619811,-0.2902657733161884,0.13483787296116984,0.3672027681828799
CRC_vs_Control,Female,[Ruminococcus] lactaris,rCLR_[Ruminococcus] lactaris,WirbelJ_2018,CRC,Control,24,28,0.14489632804982058,0.40168936655877713,1.2132029291589188,1.2714766705808611,-0.2031484699200598,0.07779364538926099,0.27891512219537506
CRC_vs_Control,Female,[Ruminococcus] lactaris,rCLR_[Ruminococcus] lactaris,YachidaS_2019,CRC,Control,97,115,0.2084652066915444,0.26279999604048104,0.7345172535950695,0.8228336421061921,-0.0690835243907705,0.019016293699052913,0.13789957831354277
CRC_vs_Control,Female,[Ruminococcus] lactaris,rCLR_[Ruminococcus] lactaris,YuJ_2015,CRC,Control,26,21,0.4339910460892859,0.35167941133917757,0.7709799558938855,0.7143195666284575,0.10844028670803595,0.08621124492260075,0.29361751467274694
CRC_vs_Control,Female,[Ruminococcus] lactaris,rCLR_[Ruminococcus] lactaris,ZellerG_2014,CRC,Control,24,33,0.01412144263304597,0.023302641781340807,1.8465422154149915,2.0188362823623467,-0.00464705054087051,0.07196989328859452,0.26827205088975353
CRC_vs_Control,Female,Coprococcus catus,rCLR_Coprococcus catus,FengQ_2015,CRC,Control,18,25,0.11581846414032006,0.07497485346632266,1.715686629856391,1.5391720601469563,0.0248292425325106,0.0955630737419548,0.30913277688067115
CRC_vs_Control,Female,Coprococcus catus,rCLR_Coprococcus catus,HanniganGD_2017,CRC,Control,7,17,0.3425518449573121,0.19372183504296803,0.906306992903403,0.8998071592944057,0.1593837765084472,0.20225801745559155,0.44973105013506853
CRC_vs_Control,Female,Coprococcus catus,rCLR_Coprococcus catus,ThomasAM_2018a,CRC,Control,6,11,-0.5561714690852695,-0.44799805696569306,1.251041644566681,0.7209148466886138,-0.1101923690126996,0.25798050284871193,0.5079178111158458
CRC_vs_Control,Female,Coprococcus catus,rCLR_Coprococcus catus,ThomasAM_2018b,CRC,Control,9,12,0.5919666125831152,0.13368246554221,0.8234591495807736,0.8260436329758186,0.5333042721503252,0.20192900883112308,0.44936511750593533
CRC_vs_Control,Female,Coprococcus catus,rCLR_Coprococcus catus,ThomasAM_2019_c,CRC,Control,19,16,-0.11705820826333917,-0.3417380199852404,0.7476801260250037,0.7579089597123959,0.29179955568615457,0.11642168471552959,0.3412062202181103
CRC_vs_Control,Female,Coprococcus catus,rCLR_Coprococcus catus,VogtmannE_2016,CRC,Control,15,15,-0.8150792888433313,-0.3548975534233405,1.1581523855270712,0.750745554580806,-0.4587805272356763,0.13709189712209485,0.37025922962445496
CRC_vs_Control,Female,Coprococcus catus,rCLR_Coprococcus catus,WirbelJ_2018,CRC,Control,24,28,-0.31470113002394445,-0.23126711345168616,1.4690103651944582,0.8550260202835687,-0.06976488984795874,0.07742962377950736,0.27826179000988865
CRC_vs_Control,Female,Coprococcus catus,rCLR_Coprococcus catus,YachidaS_2019,CRC,Control,97,115,-0.332834476730896,-0.6650457431980717,0.8235699938558317,1.394085983318589,0.28332001811941865,0.01919605012601705,0.1385498109923541
CRC_vs_Control,Female,Coprococcus catus,rCLR_Coprococcus catus,YuJ_2015,CRC,Control,26,21,-1.1077927426540322,-0.47203315881269053,1.8238280444862818,0.9469956198674716,-0.4170561653621862,0.0880132065813262,0.296670198337019
CRC_vs_Control,Female,Coprococcus catus,rCLR_Coprococcus catus,ZellerG_2014,CRC,Control,24,33,0.06312985576370249,-0.23890287151785097,1.1440494952219944,0.9368707863679412,0.28961286452091756,0.07273220252693344,0.2696890849236087
CRC_vs_Control,Female,Roseburia intestinalis,rCLR_Roseburia intestinalis,FengQ_2015,CRC,Control,18,25,0.3410289356779011,-0.1727083505829182,1.6016403464011704,2.1937841678815526,0.2559831907904336,0.0963546701161318,0.3104104864790038
CRC_vs_Control,Female,Roseburia intestinalis,rCLR_Roseburia intestinalis,HanniganGD_2017,CRC,Control,7,17,0.1912961203513815,-0.43836395372700715,0.42666087698400784,1.3521240808956818,0.5176552438096467,0.20777083025626267,0.45581885684585566
CRC_vs_Control,Female,Roseburia intestinalis,rCLR_Roseburia intestinalis,ThomasAM_2018a,CRC,Control,6,11,-0.449469193427323,-0.07562726720773133,1.4746767731822024,1.427963196031143,-0.24577989811195286,0.25958934951962165,0.5094991163089703
CRC_vs_Control,Female,Roseburia intestinalis,rCLR_Roseburia intestinalis,ThomasAM_2018b,CRC,Control,9,12,-0.21262809803029104,0.026526596130848363,1.6387123941636048,1.5840546881273085,-0.1428415466134708,0.19498138411388993,0.441566964472989
CRC_vs_Control,Female,Roseburia intestinalis,rCLR_Roseburia intestinalis,ThomasAM_2019_c,CRC,Control,19,16,-0.27317601854794615,-0.38489476820009294,1.2421807411840486,1.569884293687443,0.07793413169327974,0.11522360514256214,0.33944602684751246
CRC_vs_Control,Female,Roseburia intestinalis,rCLR_Roseburia intestinalis,VogtmannE_2016,CRC,Control,15,15,0.8402639036903493,0.18494133797689422,1.516648603029379,1.8137911657008152,0.38138412286027445,0.13593072349708157,0.3686878401806623
CRC_vs_Control,Female,Roseburia intestinalis,rCLR_Roseburia intestinalis,WirbelJ_2018,CRC,Control,24,28,0.38099340243630847,0.8552549275367983,1.5768449431193174,1.9810742661883873,-0.25858735217430723,0.07804962656799758,0.27937363255682807
CRC_vs_Control,Female,Roseburia intestinalis,rCLR_Roseburia intestinalis,YachidaS_2019,CRC,Control,97,115,0.12185014091103585,0.04468069904590453,1.191267142600337,1.366448641782247,0.059638694336175135,0.01901339903362404,0.13788908235833627
CRC_vs_Control,Female,Roseburia intestinalis,rCLR_Roseburia intestinalis,YuJ_2015,CRC,Control,26,21,-0.9466973534213066,-0.16854966022889944,2.0376228143055175,1.2096951649765473,-0.44493456521757985,0.0882802168286456,0.29711986946120855
CRC_vs_Control,Female,Roseburia intestinalis,rCLR_Roseburia intestinalis,ZellerG_2014,CRC,Control,24,33,-0.3674248728706995,0.19000366387024242,1.8932088330448018,1.7957010253996857,-0.2992708702250744,0.07278390654938127,0.2697849264680688
CRC_vs_Control,Female,Roseburia inulinivorans,rCLR_Roseburia inulinivorans,FengQ_2015,CRC,Control,18,25,0.19587491390860584,-0.5665681677460801,1.7105520620221917,1.779163165858977,0.42740884491422443,0.09778333995446911,0.3127032778121603
CRC_vs_Control,Female,Roseburia inulinivorans,rCLR_Roseburia inulinivorans,HanniganGD_2017,CRC,Control,7,17,-0.2067140209361787,-0.731493911202756,1.0385902921597907,1.2930034385094336,0.41232278798438415,0.20554453775734427,0.4533701994588355
CRC_vs_Control,Female,Roseburia inulinivorans,rCLR_Roseburia inulinivorans,ThomasAM_2018a,CRC,Control,6,11,0.6102723905738873,-0.7317842058892982,0.9214343281606535,2.05171083667913,0.7247240640467192,0.275083256542704,0.5244838000765172
CRC_vs_Control,Female,Roseburia inulinivorans,rCLR_Roseburia inulinivorans,ThomasAM_2018b,CRC,Control,9,12,0.2193166137481253,0.2212730131821866,1.1565504906439406,1.4507023004219066,-0.001407087855829376,0.19444449654697693,0.4409586109228132
CRC_vs_Control,Female,Roseburia inulinivorans,rCLR_Roseburia inulinivorans,ThomasAM_2019_c,CRC,Control,19,16,0.12441081088204473,0.3069580338260507,2.0623804746158156,1.7151740866404772,-0.09326902642147032,0.11526338366387764,0.3395046150847992
CRC_vs_Control,Female,Roseburia inulinivorans,rCLR_Roseburia inulinivorans,VogtmannE_2016,CRC,Control,15,15,-0.6548472110046192,0.19788755954474607,2.5807786657762763,1.1426417095625374,-0.4157270376049889,0.1364195649368301,0.369350192820892
CRC_vs_Control,Female,Roseburia inulinivorans,rCLR_Roseburia inulinivorans,WirbelJ_2018,CRC,Control,24,28,0.9410427937750887,1.000623082249682,1.2144396689297525,1.4168335925756184,-0.044202628082416644,0.07740049110424631,0.2782094374823513
CRC_vs_Control,Female,Roseburia inulinivorans,rCLR_Roseburia inulinivorans,YachidaS_2019,CRC,Control,97,115,0.46638052605924984,0.6069376781010046,1.8384437908093192,1.5367594291219504,-0.08329628795441532,0.019021450218683233,0.13791827369381923
CRC_vs_Control,Female,Roseburia inulinivorans,rCLR_Roseburia inulinivorans,YuJ_2015,CRC,Control,26,21,0.04551096705428078,0.18808392209693306,1.754140328995097,1.8224896754895832,-0.07854115055085208,0.08614912732869555,0.2935117158286796
CRC_vs_Control,Female,Roseburia inulinivorans,rCLR_Roseburia inulinivorans,ZellerG_2014,CRC,Control,24,33,0.8127278083481831,0.5580688015632145,2.0564871119715074,1.2721123148512319,0.15257275521443459,0.07218131920273083,0.2686658132378045
CRC_vs_Control,Female,Phascolarctobacterium succinatutens,rCLR_Phascolarctobacterium succinatutens,FengQ_2015,CRC,Control,18,25,0.10966772686139888,0.08542745911500721,1.2102511321730216,1.334516246003122,0.0185247386164241,0.0955597405060532,0.30912738556467817
CRC_vs_Control,Female,Phascolarctobacterium succinatutens,rCLR_Phascolarctobacterium succinatutens,HanniganGD_2017,CRC,Control,7,17,0.0,-0.010639322419022759,0.0,0.04386705011863284,0.274591393997355,0.20339431848839418,0.45099259249836265
CRC_vs_Control,Female,Phascolarctobacterium succinatutens,rCLR_Phascolarctobacterium succinatutens,ThomasAM_2018a,CRC,Control,6,11,0.0,0.18767510909547375,0.0,0.6224479193587024,-0.35049780482250675,0.26167071461527075,0.5115375984375643
CRC_vs_Control,Female,Phascolarctobacterium succinatutens,rCLR_Phascolarctobacterium succinatutens,ThomasAM_2018b,CRC,Control,9,12,0.5875798158379029,0.0,0.9368911560535775,0.0,0.9278564036924604,0.21710016828321038,0.4659400908735053
CRC_vs_Control,Female,Phascolarctobacterium succinatutens,rCLR_Phascolarctobacterium succinatutens,ThomasAM_2019_c,CRC,Control,19,16,0.6590091194633464,0.49284890252971103,1.0107630168302602,1.0663531881923725,0.15665270924939056,0.11550339820971954,0.3398579088526844
CRC_vs_Control,Female,Phascolarctobacterium succinatutens,rCLR_Phascolarctobacterium succinatutens,VogtmannE_2016,CRC,Control,15,15,0.9494227081910148,0.11550614271409672,1.237294187652878,1.4106463758984231,0.6115281562802398,0.1400113098676817,0.3741808518185848
CRC_vs_Control,Female,Phascolarctobacterium succinatutens,rCLR_Phascolarctobacterium succinatutens,WirbelJ_2018,CRC,Control,24,28,0.03673943619290776,0.1478651328196621,0.8498333141621062,0.9608265077262143,-0.12008387128549929,0.0775251537423815,0.2784333919313226
CRC_vs_Control,Female,Phascolarctobacterium succinatutens,rCLR_Phascolarctobacterium succinatutens,YachidaS_2019,CRC,Control,97,115,0.5052362738506718,0.3636499247742478,0.9604296666494113,0.8311528591271641,0.15805925712202346,0.019064413211956996,0.13807394110387736
CRC_vs_Control,Female,Phascolarctobacterium succinatutens,rCLR_Phascolarctobacterium succinatutens,YuJ_2015,CRC,Control,26,21,0.05524630926152349,0.24687269886182128,1.2204765053286868,1.59172167474849,-0.1348032969257314,0.08628249640127549,0.2937388234491237
CRC_vs_Control,Female,Phascolarctobacterium succinatutens,rCLR_Phascolarctobacterium succinatutens,ZellerG_2014,CRC,Control,24,33,0.2681012338851824,0.49663315366051614,1.1812948069861204,1.1779007908142964,-0.19112802125905703,0.07230178715615518,0.26888991642706717
CRC_vs_Control,Female,[Eubacterium] rectale,rCLR_[Eubacterium] rectale,FengQ_2015,CRC,Control,18,25,1.4169865971025706,0.7173668324427258,1.8364105326780893,2.099420207715956,0.344304621240942,0.0970012344849198,0.3114502118877427
CRC_vs_Control,Female,[Eubacterium] rectale,rCLR_[Eubacterium] rectale,HanniganGD_2017,CRC,Control,7,17,0.3602721016847335,1.2350653563277192,2.0553814349120976,1.905375815766902,-0.4337135646221254,0.2059558417265719,0.4538235799587455
CRC_vs_Control,Female,[Eubacterium] rectale,rCLR_[Eubacterium] rectale,ThomasAM_2018a,CRC,Control,6,11,0.1380356552424141,-0.2944349173327488,0.33811692165464835,1.8949900892411407,0.2632097207355803,0.2598850694787476,0.5097892402539972
CRC_vs_Control,Female,[Eubacterium] rectale,rCLR_[Eubacterium] rectale,ThomasAM_2018b,CRC,Control,9,12,-0.24122951126147063,1.3347371709040987,3.022788234320811,1.707143239045043,-0.6431001918766405,0.20532807225475425,0.4531314072702909
CRC_vs_Control,Female,[Eubacterium] rectale,rCLR_[Eubacterium] rectale,ThomasAM_2019_c,CRC,Control,19,16,1.1778172909541706,1.309526985278238,1.7400320473564843,2.17596232326313,-0.0659865179063664,0.11519755198593519,0.3394076486850807
CRC_vs_Control,Female,[Eubacterium] rectale,rCLR_[Eubacterium] rectale,VogtmannE_2016,CRC,Control,15,15,1.7287120053932599,1.156351371468365,2.12233761089898,2.7202526486914462,0.2282639898330782,0.13426376992359254,0.36642020949122406
CRC_vs_Control,Female,[Eubacterium] rectale,rCLR_[Eubacterium] rectale,WirbelJ_2018,CRC,Control,24,28,1.3025041076827926,1.1990503214233144,1.642197561429723,2.442106750751942,0.048242712122186,0.07740422597368142,0.27821614973556336
CRC_vs_Control,Female,[Eubacterium] rectale,rCLR_[Eubacterium] rectale,YachidaS_2019,CRC,Control,97,115,1.2298132479018165,0.9028290022299014,1.583045388221036,1.7941678357500546,0.19155344184101955,0.019092294146050272,0.13817486799722398
CRC_vs_Control,Female,[Eubacterium] rectale,rCLR_[Eubacterium] rectale,YuJ_2015,CRC,Control,26,21,0.6226805485993107,1.0807082985668794,2.114383954769317,2.540565045077759,-0.19466144331733543,0.0865016202751904,0.2941115779346172
CRC_vs_Control,Female,[Eubacterium] rectale,rCLR_[Eubacterium] rectale,ZellerG_2014,CRC,Control,24,33,0.6594130951157704,1.362270673009309,2.046704144096033,2.290948375671255,-0.3162365427353883,0.0728788383420718,0.2699608089002398
CRC_vs_Control,Female,Blautia obeum,rCLR_Blautia obeum,FengQ_2015,CRC,Control,18,25,0.9790141628576917,1.534646898250548,1.355569015431975,1.4082143102662221,-0.39333276556058455,0.09744227097584261,0.31215744581195337
CRC_vs_Control,Female,Blautia obeum,rCLR_Blautia obeum,HanniganGD_2017,CRC,Control,7,17,0.6635302803206614,0.31901205847671377,1.0588777778768874,1.07789704357174,0.31008186957478795,0.20386591694706657,0.4515151347929176
CRC_vs_Control,Female,Blautia obeum,rCLR_Blautia obeum,ThomasAM_2018a,CRC,Control,6,11,-0.410178496114093,-0.4879990518729507,1.0047280189417003,1.0625049738309196,0.07077757273968764,0.257742739735855,0.5076837004827465
CRC_vs_Control,Female,Blautia obeum,rCLR_Blautia obeum,ThomasAM_2018b,CRC,Control,9,12,1.1025662859418175,1.140525315930309,1.3582227354523377,1.274736281114006,-0.027805909058104285,0.19446479098598518,0.44098162205015434
CRC_vs_Control,Female,Blautia obeum,rCLR_Blautia obeum,ThomasAM_2019_c,CRC,Control,19,16,0.17055198526553203,-0.12374940570333288,1.6143099165468802,0.8750191761689435,0.2161763852960889,0.11583964303160604,0.34035223376908524
CRC_vs_Control,Female,Blautia obeum,rCLR_Blautia obeum,VogtmannE_2016,CRC,Control,15,15,0.3103533827782804,0.278936712340697,1.3827964393303112,0.9235883954686321,0.02599664174940883,0.1333454016437306,0.36516489651078265
CRC_vs_Control,Female,Blautia obeum,rCLR_Blautia obeum,WirbelJ_2018,CRC,Control,24,28,0.13183975245379095,-0.5889903875001653,1.68752110108852,1.5467943039810765,0.44013608121674447,0.07931815008084071,0.2816347813762368
CRC_vs_Control,Female,Blautia obeum,rCLR_Blautia obeum,YachidaS_2019,CRC,Control,97,115,-0.060402777485602105,-0.17467831158343913,1.4239795912499085,1.1231263857465785,0.08969170413186267,0.019024084338214408,0.13792782293001804
CRC_vs_Control,Female,Blautia obeum,rCLR_Blautia obeum,YuJ_2015,CRC,Control,26,21,-0.5033488792935431,0.16273207241442839,1.5686711626939356,1.1599937763877293,-0.4671896775672888,0.08850576602309082,0.29749918659231794
CRC_vs_Control,Female,Blautia obeum,rCLR_Blautia obeum,ZellerG_2014,CRC,Control,24,33,0.42617223761190753,0.6960097012674855,1.8371880087657564,1.4587791664936975,-0.16350141078300215,0.07221272161813364,0.2687242482883404
CRC_vs_Control,Female,Agathobaculum butyriciproducens,rCLR_Agathobaculum butyriciproducens,FengQ_2015,CRC,Control,18,25,0.5406920208018106,0.7834459139550896,1.4457124886005692,1.2346691572319175,-0.17966810872257843,0.09594922176643297,0.30975671383592795
CRC_vs_Control,Female,Agathobaculum butyriciproducens,rCLR_Agathobaculum butyriciproducens,HanniganGD_2017,CRC,Control,7,17,-0.42487515604551024,-0.9781195069479679,1.072563845242649,1.0704165508918397,0.49875411852768886,0.20733421024046056,0.45533966469050396
CRC_vs_Control,Female,Agathobaculum butyriciproducens,rCLR_Agathobaculum butyriciproducens,ThomasAM_2018a,CRC,Control,6,11,-1.0747053929985009,-0.5983389212921207,1.090947186313818,1.692306267161759,-0.2977478223084616,0.2605308830987386,0.510422259603496
CRC_vs_Control,Female,Agathobaculum butyriciproducens,rCLR_Agathobaculum butyriciproducens,ThomasAM_2018b,CRC,Control,9,12,0.10870509188794363,-0.1704438384623248,1.031600730073857,1.1178217984882675,0.24759234172822503,0.19605765412029882,0.4427839813275756
CRC_vs_Control,Female,Agathobaculum butyriciproducens,rCLR_Agathobaculum butyriciproducens,ThomasAM_2019_c,CRC,Control,19,16,-0.29874451412361624,0.6187222740292704,1.340168390006034,0.6926881096527159,-0.8191125808535462,0.12529741864604352,0.3539737541768366
CRC_vs_Control,Female,Agathobaculum butyriciproducens,rCLR_Agathobaculum butyriciproducens,VogtmannE_2016,CRC,Control,15,15,-0.4363855240269217,0.09587536162914438,1.7275041061547645,0.8176168204874643,-0.38320335237598346,0.13595556207033677,0.3687215237416128
CRC_vs_Control,Female,Agathobaculum butyriciproducens,rCLR_Agathobaculum butyriciproducens,WirbelJ_2018,CRC,Control,24,28,0.06375132111683963,0.038435771982909164,0.7346215570778645,0.9237147521788737,0.029611921466468013,0.07738972103988175,0.2781900807719099
CRC_vs_Control,Female,Agathobaculum butyriciproducens,rCLR_Agathobaculum butyriciproducens,YachidaS_2019,CRC,Control,97,115,-0.1390092369757663,-0.20250216498080614,0.9124555810614635,1.1728140134043104,0.05958673144595203,0.019013384282915203,0.13788902887073795
CRC_vs_Control,Female,Agathobaculum butyriciproducens,rCLR_Agathobaculum butyriciproducens,YuJ_2015,CRC,Control,26,21,-0.29361721928141166,-0.09750486255658115,1.5043915877510072,1.150973359224921,-0.14191771374186646,0.08630437094140517,0.2937760557659612
CRC_vs_Control,Female,Agathobaculum butyriciproducens,rCLR_Agathobaculum butyriciproducens,ZellerG_2014,CRC,Control,24,33,-0.3013965666869443,-0.6103105274636915,1.110936454370951,1.0623890854894167,0.28134328962678,0.07268927921167896,0.2696094939197783
CRC_vs_Control,Female,Bacteroides xylanisolvens,rCLR_Bacteroides xylanisolvens,FengQ_2015,CRC,Control,18,25,-0.20103838874974309,-1.0646165039527289,1.4274113873252938,1.8151823464560761,0.5089995022557322,0.0987150737664895,0.31418955069589677
CRC_vs_Control,Female,Bacteroides xylanisolvens,rCLR_Bacteroides xylanisolvens,HanniganGD_2017,CRC,Control,7,17,0.08076316901123859,-0.266975017339533,0.2136792602972156,0.5960914477854636,0.6451065981370856,0.21113891142708946,0.4594985434439259
CRC_vs_Control,Female,Bacteroides xylanisolvens,rCLR_Bacteroides xylanisolvens,ThomasAM_2018a,CRC,Control,6,11,-0.6997908950020273,-1.259290949362695,1.2854800732195149,1.727788848639013,0.3331461034248775,0.2612753017833302,0.5111509579207792
CRC_vs_Control,Female,Bacteroides xylanisolvens,rCLR_Bacteroides xylanisolvens,ThomasAM_2018b,CRC,Control,9,12,-0.8039891673946258,-0.44710348524410365,1.6792569053057116,1.3066351836426695,-0.23227081870128083,0.1958641742660277,0.4425654463082581
CRC_vs_Control,Female,Bacteroides xylanisolvens,rCLR_Bacteroides xylanisolvens,ThomasAM_2019_c,CRC,Control,19,16,-0.08328860054920294,-0.166869154574968,1.2022186981095355,1.6866724775314623,0.05660536798633057,0.11518012694259369,0.339381977928401
CRC_vs_Control,Female,Bacteroides xylanisolvens,rCLR_Bacteroides xylanisolvens,VogtmannE_2016,CRC,Control,15,15,0.06360356827009331,-0.40397313140221824,1.7682201252166272,1.6913725822179833,0.2629369033689097,0.13456790146106962,0.36683497851359487
CRC_vs_Control,Female,Bacteroides xylanisolvens,rCLR_Bacteroides xylanisolvens,WirbelJ_2018,CRC,Control,24,28,-0.08154221581310804,-0.721069792066532,2.102778744543406,1.5096217720849658,0.34861547444598306,0.07859627987118437,0.28035028066899514
CRC_vs_Control,Female,Bacteroides xylanisolvens,rCLR_Bacteroides xylanisolvens,YachidaS_2019,CRC,Control,97,115,-0.026484000945378863,0.02291775612722342,1.3976930640737846,1.3942074381207235,-0.035266544822833444,0.019007891784389795,0.13786911105969238
CRC_vs_Control,Female,Bacteroides xylanisolvens,rCLR_Bacteroides xylanisolvens,YuJ_2015,CRC,Control,26,21,0.08179696950997763,0.424042401425161,2.0099802837958123,1.2661429372884727,-0.1956929133466946,0.08650609403985404,0.2941191833931511
CRC_vs_Control,Female,Bacteroides xylanisolvens,rCLR_Bacteroides xylanisolvens,ZellerG_2014,CRC,Control,24,33,-0.7652631077775197,-0.260940430277809,1.9682520157953716,1.7707344413994899,-0.26801894265313353,0.072622734729887,0.26948605665207803
CRC_vs_Control,Female,Bacteroides ovatus,rCLR_Bacteroides ovatus,FengQ_2015,CRC,Control,18,25,-0.5785252181971948,-0.776286289584182,1.6214114501576367,1.6913106957425543,0.11675171677704055,0.09572178681617002,0.30938937734862526
CRC_vs_Control,Female,Bacteroides ovatus,rCLR_Bacteroides ovatus,HanniganGD_2017,CRC,Control,7,17,0.13283790612670446,-0.4309813450350432,1.1374966758759824,0.9637019082652917,0.5368300397010637,0.20823036525812225,0.45632265477195216
CRC_vs_Control,Female,Bacteroides ovatus,rCLR_Bacteroides ovatus,ThomasAM_2018a,CRC,Control,6,11,0.026170428095210124,-0.04164551900283959,1.9282529158988697,1.4570286445359646,0.039505920661317105,0.2576277815013342,0.5075704694929899
CRC_vs_Control,Female,Bacteroides ovatus,rCLR_Bacteroides ovatus,ThomasAM_2018b,CRC,Control,9,12,-0.8183512761739149,-0.13454142403169256,1.2537682639737635,1.4515382131923955,-0.4785560020338087,0.20047117726240715,0.44774007779336344
CRC_vs_Control,Female,Bacteroides ovatus,rCLR_Bacteroides ovatus,ThomasAM_2019_c,CRC,Control,19,16,0.06448307050429829,0.5080830168930514,1.329677178020164,1.0665328963153797,-0.3561146592293014,0.11705305850067146,0.3421301777111623
CRC_vs_Control,Female,Bacteroides ovatus,rCLR_Bacteroides ovatus,VogtmannE_2016,CRC,Control,15,15,0.6805693562644002,0.7052964961636932,2.7830985969846793,2.3932321315608767,-0.009269457489113323,0.13333486766980016,0.3651504726408007
CRC_vs_Control,Female,Bacteroides ovatus,rCLR_Bacteroides ovatus,WirbelJ_2018,CRC,Control,24,28,-0.17692495982921788,0.3131775265145772,1.66886487397202,1.4268426783356227,-0.31286245892012277,0.07835978156296784,0.2799281721495138
CRC_vs_Control,Female,Bacteroides ovatus,rCLR_Bacteroides ovatus,YachidaS_2019,CRC,Control,97,115,0.5576674490204699,0.3980087574219533,1.4966502759880507,1.5009893095580646,0.10612877023090996,0.01903174794316833,0.13795560134756518
CRC_vs_Control,Female,Bacteroides ovatus,rCLR_Bacteroides ovatus,YuJ_2015,CRC,Control,26,21,0.6677626719639803,0.14284130357694277,1.6830645792615844,1.3582515306489222,0.33359754944900516,0.08731711191390143,0.29549469016194085
CRC_vs_Control,Female,Bacteroides ovatus,rCLR_Bacteroides ovatus,ZellerG_2014,CRC,Control,24,33,0.5663150163964233,0.2308484086557036,1.7363097161284575,1.9629130877573768,0.17679535060079707,0.07225384784237024,0.26880075863429076
CRC_vs_Control,Female,Bacteroides thetaiotaomicron,rCLR_Bacteroides thetaiotaomicron,FengQ_2015,CRC,Control,18,25,-0.8688879463955451,-0.42085215897525713,2.0375542040527077,1.241521392291977,-0.27151265390736495,0.09645456922911434,0.3105713593187793
CRC_vs_Control,Female,Bacteroides thetaiotaomicron,rCLR_Bacteroides thetaiotaomicron,HanniganGD_2017,CRC,Control,7,17,-0.15404475055758524,-0.21325516180168927,0.27524524005476536,1.0435803994936597,0.06341493010086302,0.20177206893617342,0.4491904595337855
CRC_vs_Control,Female,Bacteroides thetaiotaomicron,rCLR_Bacteroides thetaiotaomicron,ThomasAM_2018a,CRC,Control,6,11,0.07689650073880731,-1.1559532223931794,1.5718507458075859,1.5502492804551187,0.7513163259636951,0.2763916316310771,0.5257296183696303
CRC_vs_Control,Female,Bacteroides thetaiotaomicron,rCLR_Bacteroides thetaiotaomicron,ThomasAM_2018b,CRC,Control,9,12,0.0025216164186049697,-0.03991132371601874,1.2503381311082262,0.8461109217251892,0.0393306307696268,0.19448515230014804,0.4410047077981686
CRC_vs_Control,Female,Bacteroides thetaiotaomicron,rCLR_Bacteroides thetaiotaomicron,ThomasAM_2019_c,CRC,Control,19,16,1.2884664333782083,0.7414213065864066,1.1138999169998527,1.9516129607328507,0.3444519404438018,0.11692926287578509,0.3419492109594422
CRC_vs_Control,Female,Bacteroides thetaiotaomicron,rCLR_Bacteroides thetaiotaomicron,VogtmannE_2016,CRC,Control,15,15,1.4324858040611337,0.9494155102860302,1.9390829716401983,1.8581016421594134,0.24750310374074924,0.13442722237549948,0.36664318127506407
CRC_vs_Control,Female,Bacteroides thetaiotaomicron,rCLR_Bacteroides thetaiotaomicron,WirbelJ_2018,CRC,Control,24,28,0.9201714213403758,-0.18045925973150617,1.3637548530846364,1.13908886042901,0.8689889362525961,0.08493237009424656,0.2914315873309662
CRC_vs_Control,Female,Bacteroides thetaiotaomicron,rCLR_Bacteroides thetaiotaomicron,YachidaS_2019,CRC,Control,97,115,1.0777377790689582,1.0747726874004322,1.2133795275560744,1.2908184965170737,0.002352281046181514,0.01900494369877641,0.13785841903480692
CRC_vs_Control,Female,Bacteroides thetaiotaomicron,rCLR_Bacteroides thetaiotaomicron,YuJ_2015,CRC,Control,26,21,1.380664733694528,0.9372983901336946,1.4780746783512284,0.9919778753519194,0.3392657301758125,0.08735948869916083,0.29556638628091797
CRC_vs_Control,Female,Bacteroides thetaiotaomicron,rCLR_Bacteroides thetaiotaomicron,ZellerG_2014,CRC,Control,24,33,0.9603681758810819,0.11590769685917943,1.7725114585052681,1.7379241512378316,0.47526751480048224,0.07402314433901176,0.2720719469901514
CRC_vs_Control,Female,Streptococcus thermophilus,rCLR_Streptococcus thermophilus,FengQ_2015,CRC,Control,18,25,0.3787902062033889,0.0768345605102644,2.025947219755302,2.0388293346274566,0.14575780170565644,0.09581464502821489,0.30953940787598416
CRC_vs_Control,Female,Streptococcus thermophilus,rCLR_Streptococcus thermophilus,HanniganGD_2017,CRC,Control,7,17,-0.10532798016428105,0.05082187169039135,0.4506987021537032,0.9116000669833878,-0.18561123833558235,0.2024636616279182,0.44995962221950336
