comparison,description,feature,species,group_col,group1,group2,filters,n_group1,n_group2,prevalence_group1,prevalence_group2,prevalence_diff_group1_minus_group2,n_strata_total,n_strata_used,cmh_statistic,p_value,common_odds_ratio,common_odds_ratio_ci_low,common_odds_ratio_ci_high,q_value_bh,significant_fdr_0_05
CRC_vs_Control__Male,"CRC vs Control, males only",PA_Bacteroides cellulosilyticus,Bacteroides cellulosilyticus,Condition,CRC,Control,Gender=Male,426,371,0.5563380281690141,0.46630727762803237,0.09003075054098175,10,10,8.627127576091555,0.00331193393867657,1.5509055113193178,1.1561844874603173,2.0803841697652854,0.0354376931438393,True
CRC_vs_Control__Male,"CRC vs Control, males only",PA_Parabacteroides merdae,Parabacteroides merdae,Condition,CRC,Control,Gender=Male,426,371,0.7676056338028169,0.6900269541778976,0.07757867962491927,10,10,8.443339153587214,0.0036638288886841064,1.6258322710352824,1.1712510610010518,2.256843696073604,0.035639062826290854,True
CRC_vs_Control__Male,"CRC vs Control, males only",PA_Bifidobacterium bifidum,Bifidobacterium bifidum,Condition,CRC,Control,Gender=Male,426,371,0.19483568075117372,0.2830188679245283,-0.08818318717335458,10,10,8.128917676601077,0.004356474554446543,0.6112477137571874,0.4358489561148863,0.8572322184819099,0.03884523144381501,True
CRC_vs_Control__Male,"CRC vs Control, males only",PA_Clostridium sp. CAG:58,Clostridium sp. CAG:58,Condition,CRC,Control,Gender=Male,426,371,0.4812206572769953,0.39622641509433965,0.08499424218265567,10,10,7.614254593322058,0.005790869125958609,1.5290261971278454,1.1315044412862711,2.0662058638015948,0.04371464456340388,True
CRC_vs_Control__Male,"CRC vs Control, males only",PA_Bacteroides salyersiae,Bacteroides salyersiae,Condition,CRC,Control,Gender=Male,426,371,0.2652582159624413,0.18328840970350405,0.08196980625893727,10,10,7.541430278962663,0.006029615994849524,1.6155603610963767,1.14491148793338,2.27968302166056,0.04371464456340388,True
CRC_vs_Control__Male,"CRC vs Control, males only",PA_Bacteroides sp. CAG:144,Bacteroides sp. CAG:144,Condition,CRC,Control,Gender=Male,426,371,0.23708920187793428,0.16711590296495957,0.06997329891297471,10,10,7.512207709689102,0.00612822120047718,1.6592049301806815,1.154606355214572,2.384328639715715,0.04371464456340388,True
CRC_vs_Control__Male,"CRC vs Control, males only",PA_Bifidobacterium pseudocatenulatum,Bifidobacterium pseudocatenulatum,Condition,CRC,Control,Gender=Male,426,371,0.4084507042253521,0.49056603773584906,-0.08211533351049694,10,10,7.384535022951527,0.006578707551070817,0.6691472465511781,0.4987795312751075,0.8977073225566209,0.04399510674778609,True
CRC_vs_Control__Male,"CRC vs Control, males only",PA_Butyricimonas virosa,Butyricimonas virosa,Condition,CRC,Control,Gender=Male,426,371,0.6103286384976526,0.5283018867924528,0.0820267517051998,10,10,7.087131934198123,0.007763940029477223,1.4969816335510624,1.1112124878916314,2.016674610488855,0.048867151950238996,True
CRC_vs_Control__Male,"CRC vs Control, males only",PA_Parabacteroides distasonis,Parabacteroides distasonis,Condition,CRC,Control,Gender=Male,426,371,0.8967136150234741,0.8463611859838275,0.05035242903964665,10,10,6.968916702318932,0.008293769163879361,1.8565610764707046,1.1692609371212614,2.947861269659947,0.04930185002972731,True
CRC_vs_Control__Female,"CRC vs Control, females only",PA_Parvimonas micra,Parvimonas micra,Condition,CRC,Control,Gender=Female,245,293,0.3795918367346939,0.14334470989761092,0.23624712683708296,10,10,36.675959249739954,1.3948908694771944e-09,3.467041650622972,2.2783279245703882,5.275964744812176,1.492533230340598e-07,True
Adenoma_vs_Control__all,"Adenoma vs Control, all samples",PA_Ruminococcus bicirculans,Ruminococcus bicirculans,Condition,Adenoma,Control,none,209,664,0.39712918660287083,0.5481927710843374,-0.15106358448146656,10,5,11.084320593049657,0.00087060714307019,0.5408518619728265,0.37640119806511846,0.7771514493130451,0.04850382770127743,True
Adenoma_vs_Control__all,"Adenoma vs Control, all samples",PA_Streptococcus thermophilus,Streptococcus thermophilus,Condition,Adenoma,Control,none,209,664,0.4354066985645933,0.4759036144578313,-0.040496915893238006,10,5,11.009187873899272,0.000906613601893036,0.5039141439405569,0.3362782883384615,0.7551170363034745,0.04850382770127743,True
CRC_vs_Adenoma__all,"CRC vs Adenoma, all samples",PA_Parvimonas micra,Parvimonas micra,Condition,CRC,Adenoma,none,671,209,0.4157973174366617,0.13875598086124402,0.2770413365754177,10,5,29.667159502330602,5.1296527470157116e-08,3.6577016638632878,2.262772903561955,5.912560399131521,5.4887284393068114e-06,True
Male_vs_Female__Control,Male vs Female within Control samples,PA_Slackia isoflavoniconvertens,Slackia isoflavoniconvertens,Gender,Male,Female,Condition=Control,371,293,0.40431266846361186,0.2627986348122867,0.14151403365132514,10,10,14.894624224097074,0.00011368649496368288,2.0783084450527585,1.4308242929481185,3.0187955390929573,0.01216445496111407,True
Male_vs_Female__Control,Male vs Female within Control samples,PA_Phascolarctobacterium succinatutens,Phascolarctobacterium succinatutens,Gender,Male,Female,Condition=Control,371,293,0.33423180592991913,0.20819112627986347,0.12604067965005566,10,10,13.410172306694578,0.0002502634246288604,1.94827481400664,1.3588397908670098,2.7933938764559634,0.012803757539345558,True
Male_vs_Female__Control,Male vs Female within Control samples,PA_Phascolarctobacterium faecium,Phascolarctobacterium faecium,Gender,Male,Female,Condition=Control,371,293,0.31266846361185985,0.42662116040955633,-0.11395269679769648,10,10,12.734437085673513,0.0003589838562433334,0.5432942906746704,0.3881301919756008,0.7604888575590342,0.012803757539345558,True
Male_vs_Female__Control,Male vs Female within Control samples,PA_Acidaminococcus intestini,Acidaminococcus intestini,Gender,Male,Female,Condition=Control,371,293,0.2183288409703504,0.11262798634812286,0.10570085462222754,10,10,11.270926537031846,0.0007873042342581016,2.0977763825016873,1.3516572366021715,3.2557556988666483,0.021060388266404217,True
Male_vs_Female__Control,Male vs Female within Control samples,PA_Akkermansia muciniphila,Akkermansia muciniphila,Gender,Male,Female,Condition=Control,371,293,0.4528301886792453,0.5563139931740614,-0.10348380449481609,10,10,9.45839328237255,0.002101851001536037,0.6069408321503739,0.4389623905482889,0.8391998532522669,0.04497961143287119,True
Male_vs_Female__CRC,Male vs Female within CRC samples,PA_Collinsella aerofaciens,Collinsella aerofaciens,Gender,Male,Female,Condition=CRC,426,245,0.9014084507042254,0.8081632653061225,0.09324518539810289,10,10,14.660236037655046,0.0001287336257287386,2.415056313144555,1.5198830540273947,3.8374643234585633,0.009743925120798275,True
Male_vs_Female__CRC,Male vs Female within CRC samples,PA_Holdemanella biformis,Holdemanella biformis,Gender,Male,Female,Condition=CRC,426,245,0.352112676056338,0.22857142857142856,0.12354124748490944,10,10,13.536619935272185,0.00023395335993148247,1.9907748499696045,1.3758048622525847,2.8806298131427153,0.009743925120798275,True
Male_vs_Female__CRC,Male vs Female within CRC samples,PA_Phascolarctobacterium succinatutens,Phascolarctobacterium succinatutens,Gender,Male,Female,Condition=CRC,426,245,0.38028169014084506,0.2571428571428571,0.12313883299798795,10,10,13.007305171971653,0.00031027814424977596,1.8929487360619346,1.3312891170816075,2.6915677979953196,0.009743925120798275,True
Male_vs_Female__CRC,Male vs Female within CRC samples,PA_Desulfovibrio piger,Desulfovibrio piger,Gender,Male,Female,Condition=CRC,426,245,0.24882629107981222,0.1346938775510204,0.1141324135287918,10,10,12.707156497617108,0.00036425888302049625,2.2102666617757167,1.4197367935277843,3.4409749317112177,0.009743925120798275,True
Male_vs_Female__CRC,Male vs Female within CRC samples,PA_Coprococcus eutactus,Coprococcus eutactus,Gender,Male,Female,Condition=CRC,426,245,0.25586854460093894,0.1510204081632653,0.10484813643767363,10,10,11.04061165305118,0.0008913744787937272,2.0563738951182615,1.3331044378914345,3.1720497481895156,0.019075413846185763,True
Male_vs_Female__CRC,Male vs Female within CRC samples,PA_Slackia isoflavoniconvertens,Slackia isoflavoniconvertens,Gender,Male,Female,Condition=CRC,426,245,0.4272300469483568,0.31020408163265306,0.11702596531570375,10,10,10.092880862463302,0.0014884322852227738,1.775432636011955,1.24334095159897,2.5352346361330693,0.0265437090864728,True
Male_vs_Female__CRC,Male vs Female within CRC samples,PA_Parabacteroides merdae,Parabacteroides merdae,Gender,Male,Female,Condition=CRC,426,245,0.7676056338028169,0.6816326530612244,0.08597298074159243,10,10,9.440237026403437,0.002122760582916716,1.7637166873647248,1.2245817525440863,2.5402114206146558,0.03054796769607331,True
Male_vs_Female__CRC,Male vs Female within CRC samples,PA_Bacteroides sp. CAG:144,Bacteroides sp. CAG:144,Gender,Male,Female,Condition=CRC,426,245,0.23708920187793428,0.1469387755102041,0.09015042636773019,10,10,9.22043097620432,0.002393292028450844,1.9062707346759076,1.2506265602803073,2.905638045195004,0.03054796769607331,True
Male_vs_Female__CRC,Male vs Female within CRC samples,PA_Bacteroides cellulosilyticus,Bacteroides cellulosilyticus,Gender,Male,Female,Condition=CRC,426,245,0.5563380281690141,0.4489795918367347,0.10735843633227943,10,10,8.930334951209591,0.002804729065494005,1.6414053276026201,1.183963283452887,2.2755869942393145,0.03054796769607331,True
Male_vs_Female__CRC,Male vs Female within CRC samples,PA_Acidaminococcus intestini,Acidaminococcus intestini,Gender,Male,Female,Condition=CRC,426,245,0.2323943661971831,0.12653061224489795,0.10586375395228514,10,10,8.897924205757652,0.002854950251969468,1.9128636054105537,1.2400699804785082,2.9506779701999872,0.03054796769607331,True
Male_vs_Female__CRC,Male vs Female within CRC samples,PA_Eggerthella lenta,Eggerthella lenta,Gender,Male,Female,Condition=CRC,426,245,0.6666666666666666,0.7795918367346939,-0.11292517006802727,10,10,7.749405908381148,0.005373021356769425,0.5894374674826311,0.40571108092963276,0.8563644041376277,0.045778206192607515,True
Male_vs_Female__CRC,Male vs Female within CRC samples,PA_Parabacteroides distasonis,Parabacteroides distasonis,Gender,Male,Female,Condition=CRC,426,245,0.8967136150234741,0.8448979591836735,0.051815655839800634,10,10,7.692582468327633,0.005544823080021799,2.0688579070670943,1.2344708322280673,3.4672127748120665,0.045778206192607515,True
Male_vs_Female__CRC,Male vs Female within CRC samples,PA_Bifidobacterium adolescentis,Bifidobacterium adolescentis,Gender,Male,Female,Condition=CRC,426,245,0.6009389671361502,0.5102040816326531,0.09073488550349718,10,10,7.687052739694938,0.005561838135550445,1.5945330822718464,1.1463523645215854,2.217935627079592,0.045778206192607515,True
